Episodio,Tiempo(s),RecompensaTotal,Resultado
13,0.49,1.15,EXITO
16,0.57,1.18,EXITO
20,2.48,1.18,EXITO
15,3.13,1.10,EXITO
19,1.46,1.03,EXITO
11,2.35,1.02,EXITO
17,1.83,1.10,EXITO
18,3.27,1.10,EXITO
20,2.51,1.12,EXITO
16,3.11,1.09,EXITO
13,2.78,1.15,EXITO
14,1.67,1.14,EXITO
18,3.11,1.12,EXITO
19,4.23,1.10,EXITO
16,2.87,0.99,EXITO
17,2.14,1.21,EXITO
16,2.49,1.16,EXITO
12,2.00,1.13,EXITO
14,1.55,1.05,EXITO
17,0.44,1.12,EXITO
14,3.58,0.97,EXITO
21,3.60,1.26,EXITO
20,3.44,1.08,EXITO
15,2.38,1.01,EXITO
21,2.91,1.26,EXITO
13,3.82,1.14,EXITO
18,3.78,1.15,EXITO
17,3.19,1.04,EXITO
19,2.46,1.01,EXITO
19,3.91,1.25,EXITO
13,2.16,1.17,EXITO
18,2.91,1.22,EXITO
20,3.30,1.12,EXITO
22,1.91,1.07,EXITO
14,0.34,1.04,EXITO
15,2.64,0.94,EXITO
17,3.71,1.21,EXITO
18,2.55,1.04,EXITO
15,2.75,1.16,EXITO
16,2.31,1.28,EXITO
18,1.93,1.05,EXITO
18,0.50,1.14,EXITO
19,0.54,1.18,EXITO
22,2.71,1.01,EXITO
19,2.47,1.19,EXITO
23,1.30,1.10,EXITO
20,2.23,1.25,EXITO
19,0.38,1.06,EXITO
21,4.32,1.24,EXITO
17,1.78,1.11,EXITO
16,2.12,1.20,EXITO
23,1.74,1.07,EXITO
21,3.28,1.20,EXITO
16,2.92,1.24,EXITO
20,1.65,1.02,EXITO
14,4.67,1.16,EXITO
21,1.91,1.21,EXITO
19,4.19,1.16,EXITO
19,3.01,1.20,EXITO
20,3.02,1.17,EXITO
20,2.97,1.00,EXITO
21,1.71,1.11,EXITO
18,2.46,1.21,EXITO
20,1.41,1.07,EXITO
17,2.35,1.25,EXITO
22,2.98,1.21,EXITO
24,2.39,1.16,EXITO
22,1.97,1.23,EXITO
17,2.35,0.99,EXITO
22,2.49,1.25,EXITO
23,0.37,1.08,EXITO
15,2.86,1.23,EXITO
19,1.72,1.04,EXITO
21,2.97,1.05,EXITO
18,1.90,1.16,EXITO
20,3.25,1.08,EXITO
22,2.36,1.19,EXITO
21,2.39,1.03,EXITO
24,1.65,1.13,EXITO
18,2.33,1.19,EXITO
23,2.30,1.15,EXITO
23,2.71,1.14,EXITO
21,3.87,1.10,EXITO
22,1.16,1.04,EXITO
21,1.41,1.06,EXITO
23,1.27,1.12,EXITO
16,2.57,1.24,EXITO
22,1.64,1.12,EXITO
24,0.37,1.07,EXITO
25,4.17,1.18,EXITO
20,2.59,1.14,EXITO
23,0.54,1.15,EXITO
25,2.34,1.06,EXITO
23,1.90,1.13,EXITO
24,2.51,1.19,EXITO
22,2.28,1.23,EXITO
19,3.63,1.19,EXITO
23,0.35,1.05,EXITO
19,3.29,1.21,EXITO
25,0.32,1.05,EXITO
24,3.33,1.07,EXITO
17,2.62,1.02,EXITO
26,2.56,1.25,EXITO
24,2.52,1.27,EXITO
21,4.34,1.09,EXITO
25,3.56,1.12,EXITO
24,2.45,1.18,EXITO
21,3.39,1.12,EXITO
25,2.42,1.17,EXITO
22,4.62,1.17,EXITO
27,1.33,1.01,EXITO
26,3.58,1.17,EXITO
26,2.45,1.24,EXITO
25,2.43,0.97,EXITO
20,2.84,1.13,EXITO
20,3.25,1.17,EXITO
28,0.60,1.23,EXITO
21,0.55,1.20,EXITO
29,0.40,1.13,EXITO
22,2.51,1.16,EXITO
23,2.17,1.16,EXITO
27,1.68,1.12,EXITO
27,1.79,1.10,EXITO
26,2.63,1.04,EXITO
25,2.73,1.26,EXITO
22,3.27,1.00,EXITO
21,2.11,1.06,EXITO
26,3.58,1.11,EXITO
26,2.55,1.21,EXITO
24,1.64,1.14,EXITO
27,1.51,1.06,EXITO
