Episodio,Tiempo(s),RecompensaTotal,Resultado
208,3.35,2.00,EXITO
260,2.60,3.12,EXITO
235,3.34,2.07,EXITO
208,3.45,2.96,EXITO
235,3.44,3.03,EXITO
256,3.77,1.21,EXITO
256,3.85,2.21,EXITO
256,3.95,3.17,EXITO
255,1.90,1.13,EXITO
257,1.72,1.11,EXITO
255,2.00,2.18,EXITO
278,3.31,1.08,EXITO
257,1.82,2.11,EXITO
255,2.08,3.18,EXITO
264,2.11,1.28,EXITO
262,4.21,1.15,EXITO
273,2.05,1.26,EXITO
264,2.19,2.29,EXITO
262,4.31,2.19,EXITO
273,2.13,2.27,EXITO
278,3.49,2.13,EXITO
264,2.29,3.25,EXITO
273,2.23,3.23,EXITO
283,2.70,1.21,EXITO
283,2.78,2.21,EXITO
262,2.46,1.27,EXITO
283,2.88,3.18,EXITO
262,2.58,2.22,EXITO
238,1.63,1.13,EXITO
259,1.31,1.05,EXITO
238,1.73,2.13,EXITO
238,1.83,3.09,EXITO
259,1.45,2.01,EXITO
263,2.05,1.23,EXITO
263,2.13,2.23,EXITO
263,2.23,3.19,EXITO
223,3.31,1.16,EXITO
223,3.39,2.16,EXITO
276,1.51,1.10,EXITO
223,3.49,3.12,EXITO
278,2.87,1.13,EXITO
276,1.63,2.06,EXITO
278,2.95,2.13,EXITO
261,0.47,1.12,EXITO
278,3.05,3.10,EXITO
266,0.35,1.05,EXITO
264,1.98,1.04,EXITO
259,2.18,1.04,EXITO
264,2.08,2.04,EXITO
259,2.28,2.09,EXITO
259,2.36,3.09,EXITO
211,3.10,1.15,EXITO
267,2.31,1.24,EXITO
211,3.20,2.11,EXITO
267,2.41,2.29,EXITO
259,3.43,1.06,EXITO
266,0.26,1.03,EXITO
211,3.30,3.11,EXITO
259,3.53,2.06,EXITO
259,3.63,3.02,EXITO
257,2.88,1.26,EXITO
257,2.96,2.26,EXITO
278,0.91,1.25,EXITO
257,3.08,3.21,EXITO
280,3.59,1.12,EXITO
280,3.69,2.17,EXITO
280,3.77,3.16,EXITO
264,2.79,0.98,EXITO
264,2.89,2.02,EXITO
226,2.13,1.15,EXITO
264,2.97,3.02,EXITO
279,0.97,1.05,EXITO
226,2.23,2.15,EXITO
279,1.07,2.05,EXITO
226,2.33,3.11,EXITO
214,1.68,1.08,EXITO
214,1.76,2.09,EXITO
267,2.40,1.06,EXITO
214,1.86,3.14,EXITO
267,2.50,2.06,EXITO
283,0.68,1.24,EXITO
267,2.60,3.02,EXITO
241,3.49,1.24,EXITO
281,0.54,1.16,EXITO
262,2.45,1.17,EXITO
241,3.57,2.24,EXITO
262,2.53,2.17,EXITO
262,2.94,1.14,EXITO
267,2.28,1.24,EXITO
241,3.67,3.20,EXITO
262,3.02,2.14,EXITO
262,2.65,3.13,EXITO
267,2.38,2.29,EXITO
262,3.12,3.19,EXITO
267,2.44,3.30,EXITO
269,2.76,1.15,EXITO
269,2.84,2.15,EXITO
269,2.94,3.11,EXITO
267,1.49,1.01,EXITO
270,0.76,1.22,EXITO
267,1.59,2.05,EXITO
265,0.85,1.26,EXITO
269,1.11,1.05,EXITO
269,1.23,2.01,EXITO
269,1.31,3.02,EXITO
284,1.96,1.06,EXITO
284,2.04,2.06,EXITO
281,4.85,1.13,EXITO
266,0.60,1.04,EXITO
284,2.14,3.11,EXITO
281,4.95,2.17,EXITO
282,2.01,1.20,EXITO
272,1.31,1.11,EXITO
281,5.03,3.17,EXITO
229,2.77,1.15,EXITO
282,2.11,2.17,EXITO
272,1.41,2.12,EXITO
229,2.87,2.20,EXITO
282,2.21,3.18,EXITO
229,2.95,3.20,EXITO
269,1.46,1.02,EXITO
269,1.58,2.06,EXITO
217,2.88,1.28,EXITO
271,1.79,1.02,EXITO
260,4.62,1.23,EXITO
217,2.96,2.28,EXITO
271,1.87,2.02,EXITO
284,0.47,1.10,EXITO
260,4.70,2.22,EXITO
217,3.06,3.24,EXITO
271,1.99,2.98,EXITO
287,0.69,1.28,EXITO
260,4.80,3.18,EXITO
244,2.86,1.04,EXITO
244,2.96,2.05,EXITO
244,3.06,3.01,EXITO
274,0.47,1.10,EXITO
267,1.65,1.12,EXITO
267,1.73,2.12,EXITO
264,3.73,1.16,EXITO
267,1.85,3.07,EXITO
264,3.81,2.17,EXITO
264,3.91,3.13,EXITO
274,2.45,1.16,EXITO
263,1.76,1.15,EXITO
274,2.55,2.12,EXITO
232,2.45,1.22,EXITO
263,1.86,2.12,EXITO
285,2.00,1.10,EXITO
271,2.32,1.15,EXITO
274,2.65,3.13,EXITO
232,2.55,2.27,EXITO
285,2.60,1.26,EXITO
263,1.96,3.12,EXITO
285,2.10,2.15,EXITO
271,2.40,2.15,EXITO
232,2.63,3.27,EXITO
285,2.70,2.27,EXITO
271,2.50,3.11,EXITO
219,2.20,0.99,EXITO
285,2.80,3.23,EXITO
219,2.30,2.00,EXITO
219,2.40,3.04,EXITO
272,3.91,1.08,EXITO
288,0.36,1.04,EXITO
272,3.99,2.08,EXITO
288,2.77,1.22,EXITO
272,4.09,3.04,EXITO
288,2.87,2.22,EXITO
288,2.97,3.19,EXITO
270,2.19,1.24,EXITO
270,2.27,2.26,EXITO
270,2.39,3.21,EXITO
291,0.41,1.09,EXITO
266,1.52,1.10,EXITO
266,1.64,2.06,EXITO
266,1.72,3.07,EXITO
273,0.36,1.11,EXITO
277,2.16,1.20,EXITO
287,1.54,1.02,EXITO
277,2.26,2.25,EXITO
287,1.66,2.07,EXITO
267,3.19,1.22,EXITO
277,2.34,3.25,EXITO
287,1.74,3.07,EXITO
267,3.27,2.22,EXITO
247,4.21,1.10,EXITO
275,3.92,1.14,EXITO
267,3.37,3.18,EXITO
275,4.00,2.15,EXITO
247,4.31,2.06,EXITO
247,4.39,3.06,EXITO
275,4.10,3.19,EXITO
289,1.98,1.05,EXITO
222,2.46,1.12,EXITO
273,2.65,1.26,EXITO
289,2.08,2.05,EXITO
222,2.52,2.11,EXITO
273,2.73,2.26,EXITO
287,2.96,1.08,EXITO
273,2.85,3.21,EXITO
287,3.04,2.08,EXITO
278,0.34,1.04,EXITO
287,3.14,3.04,EXITO
250,0.38,1.06,EXITO
292,2.00,1.14,EXITO
280,1.14,1.05,EXITO
292,2.10,2.10,EXITO
280,1.26,2.05,EXITO
292,2.20,3.10,EXITO
224,1.03,1.11,EXITO
291,1.16,1.03,EXITO
270,1.52,1.06,EXITO
224,1.13,2.12,EXITO
291,1.26,2.03,EXITO
270,1.62,2.08,EXITO
269,2.44,1.12,EXITO
291,1.36,3.08,EXITO
290,1.89,1.17,EXITO
269,2.52,2.12,EXITO
290,1.99,2.22,EXITO
269,2.62,3.08,EXITO
290,2.07,3.23,EXITO
275,3.74,1.14,EXITO
275,3.82,2.14,EXITO
234,4.64,1.14,EXITO
234,4.74,2.18,EXITO
275,3.92,3.10,EXITO
234,4.82,3.18,EXITO
274,2.79,1.16,EXITO
274,2.87,2.16,EXITO
282,1.04,1.18,EXITO
274,2.99,3.11,EXITO
251,1.83,1.08,EXITO
251,1.93,2.09,EXITO
263,2.78,1.21,EXITO
251,2.01,3.13,EXITO
226,1.03,1.06,EXITO
226,1.13,2.07,EXITO
295,1.55,1.02,EXITO
283,0.39,1.14,EXITO
276,2.41,1.07,EXITO
295,1.65,2.03,EXITO
276,2.51,2.12,EXITO
237,0.68,1.20,EXITO
295,1.75,3.07,EXITO
276,2.61,3.12,EXITO
254,0.57,1.18,EXITO
278,1.28,1.00,EXITO
278,1.40,2.05,EXITO
294,1.83,1.07,EXITO
278,1.48,3.05,EXITO
294,1.93,2.12,EXITO
279,3.22,1.17,EXITO
279,3.30,2.21,EXITO
279,3.38,3.22,EXITO
290,3.35,1.15,EXITO
290,3.43,2.15,EXITO
290,3.53,3.11,EXITO
293,2.12,1.21,EXITO
279,0.96,1.03,EXITO
293,2.22,2.18,EXITO
279,1.10,2.08,EXITO
293,2.32,3.18,EXITO
281,0.40,1.13,EXITO
277,2.49,1.18,EXITO
277,2.57,2.18,EXITO
272,3.44,1.15,EXITO
277,2.69,3.13,EXITO
272,3.54,2.10,EXITO
298,2.08,1.07,EXITO
296,1.36,1.00,EXITO
272,3.64,3.11,EXITO
298,2.18,2.12,EXITO
296,1.46,2.01,EXITO
298,2.26,3.13,EXITO
296,1.56,3.05,EXITO
238,2.31,1.14,EXITO
238,2.41,2.19,EXITO
238,2.49,3.19,EXITO
275,0.14,1.03,EXITO
228,2.84,1.01,EXITO
228,2.94,2.06,EXITO
228,3.02,3.07,EXITO
281,2.58,1.20,EXITO
281,2.66,2.21,EXITO
282,2.43,1.21,EXITO
282,2.51,2.22,EXITO
281,2.76,3.17,EXITO
282,2.63,3.17,EXITO
272,4.94,1.11,EXITO
255,3.31,1.07,EXITO
272,5.04,2.11,EXITO
255,3.41,2.11,EXITO
255,3.49,3.11,EXITO
272,5.14,3.07,EXITO
282,2.54,1.15,EXITO
282,2.62,2.15,EXITO
293,3.53,1.08,EXITO
282,2.72,3.20,EXITO
293,3.61,2.08,EXITO
296,3.38,1.25,EXITO
293,3.71,3.12,EXITO
296,3.48,2.25,EXITO
240,2.21,1.25,EXITO
296,3.58,3.21,EXITO
280,2.70,0.99,EXITO
240,2.29,2.25,EXITO
280,2.80,1.99,EXITO
240,2.39,3.21,EXITO
280,2.90,3.03,EXITO
276,2.46,1.23,EXITO
276,2.54,2.23,EXITO
285,1.51,1.05,EXITO
276,2.64,3.18,EXITO
285,1.61,2.05,EXITO
296,0.36,1.04,EXITO
285,1.71,3.10,EXITO
299,2.99,1.07,EXITO
299,3.09,2.04,EXITO
299,3.19,3.04,EXITO
275,2.07,1.13,EXITO
275,2.19,2.09,EXITO
275,2.27,3.10,EXITO
242,1.22,1.04,EXITO
279,1.00,1.00,EXITO
242,1.32,2.04,EXITO
279,1.10,2.04,EXITO
231,3.67,1.14,EXITO
231,3.75,2.14,EXITO
231,3.85,3.10,EXITO
301,4.53,1.18,EXITO
284,2.15,1.19,EXITO
301,4.61,2.17,EXITO
284,2.23,2.20,EXITO
301,4.69,3.13,EXITO
284,3.56,1.13,EXITO
284,2.35,3.15,EXITO
297,1.67,1.04,EXITO
284,3.64,2.13,EXITO
297,1.75,2.04,EXITO
284,3.74,3.09,EXITO
297,1.87,3.00,EXITO
284,7.65,0.93,EXITO
234,0.48,1.23,EXITO
257,3.50,1.21,EXITO
283,2.26,1.18,EXITO
284,7.77,1.93,EXITO
257,3.58,2.22,EXITO
283,2.36,2.23,EXITO
257,3.68,3.19,EXITO
302,1.89,1.06,EXITO
302,1.99,2.07,EXITO
302,2.09,3.11,EXITO
287,0.42,1.07,EXITO
260,0.31,1.13,EXITO
281,1.74,1.07,EXITO
281,1.84,2.11,EXITO
277,2.15,1.23,EXITO
281,1.92,3.12,EXITO
277,2.23,2.24,EXITO
277,2.35,3.19,EXITO
303,1.62,1.09,EXITO
299,3.86,1.19,EXITO
288,3.31,1.04,EXITO
299,3.94,2.21,EXITO
288,3.39,2.05,EXITO
303,1.72,2.10,EXITO
303,1.80,3.14,EXITO
288,3.49,3.10,EXITO
299,4.06,3.16,EXITO
287,2.03,1.11,EXITO
287,2.11,2.11,EXITO
235,1.82,1.03,EXITO
235,1.90,2.04,EXITO
287,2.21,3.07,EXITO
288,1.45,1.11,EXITO
235,2.00,3.09,EXITO
288,1.65,2.09,EXITO
285,2.02,1.20,EXITO
285,2.10,2.20,EXITO
285,2.22,3.15,EXITO
244,3.33,1.04,EXITO
244,3.43,2.00,EXITO
244,3.53,3.00,EXITO
300,2.86,1.00,EXITO
300,2.94,2.01,EXITO
300,3.06,2.96,EXITO
280,1.64,1.11,EXITO
280,1.72,2.12,EXITO
286,3.08,1.05,EXITO
280,1.84,3.08,EXITO
286,3.16,2.05,EXITO
286,3.26,3.10,EXITO
290,2.36,1.26,EXITO
290,1.90,1.01,EXITO
290,2.46,2.26,EXITO
290,2.00,2.00,EXITO
284,2.91,1.12,EXITO
284,3.01,2.16,EXITO
283,0.84,1.31,EXITO
284,3.09,3.16,EXITO
123,3.96,1.10,EXITO
238,2.18,1.18,EXITO
123,4.04,2.10,EXITO
238,2.28,2.23,EXITO
123,4.14,3.06,EXITO
238,2.36,3.23,EXITO
305,3.26,1.14,EXITO
265,3.12,1.09,EXITO
305,4.51,1.20,EXITO
305,3.36,2.10,EXITO
265,3.20,2.09,EXITO
288,2.45,1.11,EXITO
305,4.59,2.20,EXITO
305,3.46,3.10,EXITO
288,2.53,2.11,EXITO
265,3.30,3.05,EXITO
125,0.39,1.19,EXITO
305,4.69,3.16,EXITO
301,3.58,1.11,EXITO
301,3.68,2.07,EXITO
301,3.78,3.07,EXITO
290,3.16,1.24,EXITO
290,3.26,2.20,EXITO
290,3.34,3.20,EXITO
303,2.68,1.06,EXITO
303,2.76,2.07,EXITO
261,5.22,1.13,EXITO
303,2.86,3.03,EXITO
292,1.74,1.09,EXITO
261,5.30,2.14,EXITO
247,3.31,1.15,EXITO
292,1.84,2.13,EXITO
261,5.40,3.10,EXITO
247,3.41,2.15,EXITO
292,1.92,3.14,EXITO
247,3.51,3.11,EXITO
288,3.03,1.05,EXITO
288,3.11,2.05,EXITO
288,3.21,3.01,EXITO
295,0.52,1.20,EXITO
241,2.29,1.03,EXITO
263,0.78,1.03,EXITO
250,0.60,1.18,EXITO
308,1.84,1.14,EXITO
241,2.39,2.07,EXITO
308,1.92,2.14,EXITO
241,2.47,3.07,EXITO
263,0.92,1.99,EXITO
284,2.81,1.23,EXITO
308,2.04,3.09,EXITO
284,2.91,2.19,EXITO
284,3.01,3.20,EXITO
126,2.19,1.05,EXITO
126,2.29,2.10,EXITO
308,2.29,1.23,EXITO
304,2.09,1.24,EXITO
308,2.37,2.23,EXITO
304,2.17,2.24,EXITO
308,2.47,3.19,EXITO
304,2.29,3.19,EXITO
292,3.73,1.13,EXITO
292,3.83,2.17,EXITO
293,2.32,1.19,EXITO
267,2.85,1.11,EXITO
287,3.68,1.23,EXITO
292,3.91,3.18,EXITO
267,2.93,2.12,EXITO
293,2.42,2.24,EXITO
287,3.78,2.19,EXITO
293,2.50,3.24,EXITO
267,3.03,3.16,EXITO
287,3.86,3.20,EXITO
305,2.39,1.08,EXITO
290,3.35,1.19,EXITO
290,3.43,2.19,EXITO
291,1.80,1.10,EXITO
290,3.53,3.15,EXITO
291,1.90,2.16,EXITO
307,0.73,1.06,EXITO
296,0.43,1.14,EXITO
265,1.59,1.09,EXITO
270,0.53,1.16,EXITO
265,1.67,2.10,EXITO
265,1.77,3.15,EXITO
310,1.55,1.05,EXITO
311,2.07,1.22,EXITO
310,1.65,2.06,EXITO
311,2.17,2.27,EXITO
311,2.25,3.27,EXITO
251,2.48,1.18,EXITO
243,2.38,1.26,EXITO
251,2.58,2.18,EXITO
243,2.46,2.26,EXITO
251,2.68,3.14,EXITO
243,2.56,3.22,EXITO
296,3.04,1.01,EXITO
296,3.14,2.01,EXITO
296,3.24,2.97,EXITO
128,2.69,1.02,EXITO
308,1.92,1.19,EXITO
293,1.95,1.19,EXITO
293,1.99,1.24,EXITO
308,2.00,2.20,EXITO
293,2.03,2.20,EXITO
293,2.11,2.20,EXITO
308,2.12,3.15,EXITO
293,2.15,3.15,EXITO
271,2.22,1.23,EXITO
271,2.30,2.23,EXITO
267,2.20,1.11,EXITO
267,2.28,2.10,EXITO
271,2.40,3.28,EXITO
267,2.38,3.07,EXITO
297,2.77,1.12,EXITO
287,4.31,1.22,EXITO
297,2.85,2.13,EXITO
287,4.39,2.21,EXITO
287,4.49,3.17,EXITO
297,2.97,3.08,EXITO
296,0.80,1.29,EXITO
254,2.21,1.19,EXITO
254,2.31,2.24,EXITO
314,2.56,1.20,EXITO
254,2.39,3.24,EXITO
312,2.74,1.03,EXITO
314,2.66,2.19,EXITO
270,0.66,1.22,EXITO
294,4.28,1.16,EXITO
312,2.82,2.03,EXITO
314,2.76,3.15,EXITO
294,4.38,2.20,EXITO
312,2.92,3.07,EXITO
294,4.46,3.20,EXITO
129,2.25,1.23,EXITO
129,2.33,2.23,EXITO
246,2.87,1.09,EXITO
129,2.43,3.18,EXITO
246,2.97,2.05,EXITO
246,3.05,3.06,EXITO
274,1.65,1.13,EXITO
274,1.75,2.13,EXITO
249,0.31,1.03,EXITO
290,1.71,1.19,EXITO
250,0.13,1.04,EXITO
290,1.79,2.19,EXITO
315,1.23,1.24,EXITO
290,1.91,3.14,EXITO
315,1.35,2.20,EXITO
311,3.09,1.19,EXITO
299,4.00,0.94,EXITO
311,3.21,2.15,EXITO
299,4.10,1.95,EXITO
311,3.29,3.15,EXITO
300,2.59,1.05,EXITO
257,2.25,1.24,EXITO
317,0.47,1.10,EXITO
300,2.67,2.05,EXITO
257,2.35,2.30,EXITO
300,2.77,3.01,EXITO
257,2.43,3.31,EXITO
295,3.92,1.18,EXITO
317,2.41,1.30,EXITO
295,4.02,2.14,EXITO
317,2.49,2.30,EXITO
295,4.10,3.13,EXITO
276,1.67,1.16,EXITO
297,3.16,1.19,EXITO
317,2.61,3.25,EXITO
293,1.14,1.06,EXITO
297,3.26,2.15,EXITO
276,1.79,2.12,EXITO
276,1.87,3.13,EXITO
297,3.36,3.15,EXITO
293,1.26,2.02,EXITO
303,0.59,1.18,EXITO
298,0.29,1.03,EXITO
297,2.88,1.18,EXITO
297,2.98,2.22,EXITO
297,3.06,3.22,EXITO
290,8.11,0.93,EXITO
290,8.19,1.93,EXITO
290,8.29,2.89,EXITO
132,3.61,1.20,EXITO
132,3.71,2.25,EXITO
132,3.79,3.24,EXITO
251,3.09,1.02,EXITO
314,2.57,0.99,EXITO
251,3.17,2.02,EXITO
314,2.65,2.00,EXITO
251,3.27,2.98,EXITO
314,2.75,3.05,EXITO
318,2.50,1.03,EXITO
318,2.58,2.04,EXITO
318,2.70,2.99,EXITO
295,2.03,1.18,EXITO
301,3.20,1.02,EXITO
295,2.11,2.19,EXITO
320,2.36,1.20,EXITO
301,3.30,2.07,EXITO
295,2.23,3.14,EXITO
320,2.44,2.20,EXITO
301,3.38,3.08,EXITO
320,2.54,3.25,EXITO
259,2.87,1.10,EXITO
259,2.95,2.10,EXITO
300,2.43,1.19,EXITO
300,2.51,2.19,EXITO
259,3.07,3.06,EXITO
300,2.63,3.14,EXITO
304,2.58,1.16,EXITO
323,0.29,1.09,EXITO
304,2.68,2.13,EXITO
300,2.50,1.22,EXITO
304,2.76,3.13,EXITO
300,2.68,2.19,EXITO
324,0.27,1.16,EXITO
262,0.90,1.09,EXITO
262,1.00,2.10,EXITO
279,3.80,1.08,EXITO
279,3.88,2.08,EXITO
135,2.50,1.15,EXITO
279,4.00,3.03,EXITO
135,2.60,2.20,EXITO
320,1.84,1.13,EXITO
135,2.68,3.21,EXITO
320,1.92,2.13,EXITO
293,3.08,1.16,EXITO
320,2.04,3.08,EXITO
298,1.81,1.24,EXITO
293,3.16,2.16,EXITO
317,2.41,1.17,EXITO
298,1.89,2.25,EXITO
293,3.26,3.12,EXITO
306,1.20,1.05,EXITO
317,2.51,2.22,EXITO
298,2.01,3.20,EXITO
306,1.30,2.05,EXITO
317,2.61,3.22,EXITO
299,4.48,1.11,EXITO
254,2.93,1.04,EXITO
299,4.58,2.07,EXITO
299,4.66,3.07,EXITO
254,3.03,2.04,EXITO
302,1.62,1.07,EXITO
308,0.24,1.07,EXITO
254,3.13,3.00,EXITO
302,1.70,2.08,EXITO
295,0.48,1.11,EXITO
302,1.82,3.13,EXITO
307,2.50,1.29,EXITO
304,2.92,0.99,EXITO
303,2.60,1.21,EXITO
307,2.60,2.25,EXITO
304,3.02,1.95,EXITO
303,2.68,2.22,EXITO
307,2.68,3.25,EXITO
325,2.01,1.07,EXITO
304,3.10,2.95,EXITO
303,2.80,3.17,EXITO
325,2.11,2.12,EXITO
325,2.19,3.13,EXITO
138,1.47,1.08,EXITO
138,1.55,2.08,EXITO
304,0.58,1.18,EXITO
138,1.67,3.03,EXITO
264,2.04,1.24,EXITO
264,2.12,2.24,EXITO
307,0.32,1.04,EXITO
264,2.22,3.19,EXITO
281,2.23,1.28,EXITO
281,2.31,2.28,EXITO
328,0.57,1.07,EXITO
281,2.41,3.25,EXITO
301,1.75,1.04,EXITO
301,1.85,2.00,EXITO
301,1.95,3.01,EXITO
329,0.48,1.10,EXITO
301,2.70,1.21,EXITO
323,2.96,1.06,EXITO
320,2.69,1.29,EXITO
301,2.80,2.18,EXITO
323,3.04,2.06,EXITO
320,2.77,2.30,EXITO
301,2.90,3.18,EXITO
323,3.14,3.02,EXITO
308,1.28,1.03,EXITO
320,2.89,3.25,EXITO
308,1.40,1.99,EXITO
306,1.88,1.17,EXITO
308,1.48,3.00,EXITO
306,2.00,2.13,EXITO
309,2.75,1.00,EXITO
304,0.65,1.26,EXITO
309,2.83,2.01,EXITO
296,2.70,1.18,EXITO
296,2.78,2.18,EXITO
257,2.88,1.10,EXITO
309,2.93,3.05,EXITO
272,1.18,1.05,EXITO
141,1.94,1.02,EXITO
296,2.88,3.23,EXITO
257,2.98,2.06,EXITO
141,2.04,2.06,EXITO
272,1.32,2.01,EXITO
257,3.06,3.07,EXITO
284,1.42,1.04,EXITO
310,2.51,1.00,EXITO
141,2.12,3.06,EXITO
284,1.54,2.05,EXITO
310,2.61,2.05,EXITO
310,2.69,3.06,EXITO
312,0.41,1.13,EXITO
266,2.29,1.04,EXITO
266,2.39,2.04,EXITO
305,2.77,1.25,EXITO
266,2.49,2.99,EXITO
305,2.87,2.20,EXITO
305,2.95,3.20,EXITO
325,1.65,1.08,EXITO
323,1.64,1.11,EXITO
305,1.40,1.00,EXITO
325,1.73,2.09,EXITO
323,1.76,2.07,EXITO
305,1.50,2.05,EXITO
325,1.83,3.05,EXITO
330,2.22,1.25,EXITO
323,1.84,3.07,EXITO
305,1.60,3.06,EXITO
330,2.32,2.22,EXITO
299,1.43,1.03,EXITO
313,1.12,1.05,EXITO
330,2.40,3.22,EXITO
313,1.22,2.06,EXITO
299,1.55,2.08,EXITO
299,1.63,3.09,EXITO
304,2.43,0.96,EXITO
311,2.21,1.12,EXITO
311,2.29,2.13,EXITO
304,2.53,2.00,EXITO
144,1.86,1.09,EXITO
308,2.32,1.07,EXITO
304,2.61,3.01,EXITO
311,2.39,3.18,EXITO
144,1.94,2.09,EXITO
315,0.36,1.08,EXITO
144,2.06,3.05,EXITO
308,2.52,2.02,EXITO
274,2.26,1.13,EXITO
274,2.36,2.18,EXITO
274,2.44,3.19,EXITO
269,1.97,1.13,EXITO
313,2.23,1.17,EXITO
269,2.07,2.09,EXITO
313,2.31,2.18,EXITO
269,2.15,3.09,EXITO
313,2.43,3.14,EXITO
260,2.92,1.06,EXITO
260,3.02,2.11,EXITO
260,3.10,3.11,EXITO
286,3.02,1.19,EXITO
286,3.10,2.20,EXITO
286,3.20,3.16,EXITO
314,1.45,1.06,EXITO
314,1.55,2.07,EXITO
308,3.09,1.20,EXITO
308,3.17,2.21,EXITO
308,2.55,1.25,EXITO
333,2.48,1.01,EXITO
308,3.27,3.17,EXITO
308,2.67,2.21,EXITO
326,2.72,1.03,EXITO
308,2.75,3.22,EXITO
307,2.05,1.18,EXITO
310,1.88,1.25,EXITO
326,2.82,1.99,EXITO
310,1.96,2.26,EXITO
326,2.92,3.00,EXITO
276,1.72,1.03,EXITO
310,2.06,3.22,EXITO
307,2.25,2.14,EXITO
276,1.82,2.03,EXITO
147,2.15,1.05,EXITO
263,1.18,1.12,EXITO
263,1.26,2.13,EXITO
328,3.40,1.25,EXITO
328,3.50,2.25,EXITO
328,3.60,3.21,EXITO
316,2.20,1.01,EXITO
316,2.30,2.01,EXITO
316,3.47,1.18,EXITO
265,0.98,1.06,EXITO
316,3.57,2.23,EXITO
316,3.65,3.23,EXITO
301,4.13,1.19,EXITO
265,1.14,2.02,EXITO
272,2.95,1.15,EXITO
301,4.23,2.15,EXITO
309,1.42,1.06,EXITO
272,3.03,2.15,EXITO
301,4.31,3.15,EXITO
148,1.45,1.07,EXITO
272,3.13,3.11,EXITO
309,1.54,2.02,EXITO
148,1.55,2.12,EXITO
148,1.63,3.12,EXITO
311,1.95,1.09,EXITO
311,2.05,2.14,EXITO
311,2.13,3.14,EXITO
311,0.21,1.01,EXITO
289,3.15,1.18,EXITO
289,3.25,2.22,EXITO
316,2.92,1.15,EXITO
329,2.29,1.12,EXITO
289,3.33,3.23,EXITO
329,2.39,2.12,EXITO
316,3.02,2.11,EXITO
334,2.77,1.23,EXITO
316,3.10,3.12,EXITO
329,2.49,3.08,EXITO
334,2.85,2.24,EXITO
334,2.95,3.20,EXITO
331,2.19,1.16,EXITO
331,2.29,2.21,EXITO
331,2.37,3.21,EXITO
278,2.99,0.96,EXITO
311,3.42,1.12,EXITO
278,3.11,2.01,EXITO
311,3.52,2.16,EXITO
304,1.58,1.05,EXITO
311,3.60,3.16,EXITO
314,1.11,1.09,EXITO
318,2.34,1.24,EXITO
304,1.68,2.05,EXITO
318,2.42,2.25,EXITO
314,1.27,2.04,EXITO
304,1.78,3.10,EXITO
318,2.54,3.20,EXITO
274,1.77,1.08,EXITO
274,1.87,2.08,EXITO
274,1.97,3.04,EXITO
313,3.78,1.20,EXITO
316,0.24,1.02,EXITO
313,3.88,2.21,EXITO
313,3.96,3.25,EXITO
312,1.99,1.12,EXITO
312,2.07,2.12,EXITO
319,1.71,1.15,EXITO
312,2.19,3.07,EXITO
319,1.83,2.10,EXITO
277,0.54,1.21,EXITO
319,1.91,3.10,EXITO
334,1.64,1.02,EXITO
334,1.76,2.07,EXITO
292,2.58,1.15,EXITO
292,2.66,2.15,EXITO
280,1.78,1.14,EXITO
292,2.76,3.20,EXITO
280,1.86,2.15,EXITO
280,1.98,3.11,EXITO
295,0.24,1.07,EXITO
321,2.01,1.12,EXITO
321,2.09,2.12,EXITO
332,3.19,1.21,EXITO
332,3.29,2.26,EXITO
321,2.21,3.07,EXITO
296,0.11,1.03,EXITO
332,3.37,3.26,EXITO
151,4.16,1.15,EXITO
316,1.96,1.09,EXITO
151,4.26,2.20,EXITO
316,2.06,2.10,EXITO
151,4.34,3.20,EXITO
316,2.16,3.14,EXITO
337,3.57,1.21,EXITO
337,3.65,2.21,EXITO
337,3.75,3.25,EXITO
314,3.64,1.00,EXITO
336,2.01,1.26,EXITO
317,3.13,1.21,EXITO
336,2.13,2.21,EXITO
321,2.55,1.22,EXITO
317,3.21,2.21,EXITO
314,3.82,2.04,EXITO
336,2.21,3.22,EXITO
321,2.65,2.27,EXITO
317,3.31,3.17,EXITO
321,2.73,3.27,EXITO
307,3.86,1.08,EXITO
307,3.96,2.04,EXITO
282,2.08,1.18,EXITO
307,4.06,3.04,EXITO
282,2.16,2.18,EXITO
282,2.26,3.13,EXITO
315,3.33,1.23,EXITO
315,3.41,2.23,EXITO
315,3.51,3.19,EXITO
324,2.23,1.09,EXITO
324,2.33,2.05,EXITO
324,2.41,3.05,EXITO
285,0.54,1.24,EXITO
335,2.49,1.23,EXITO
297,2.58,0.99,EXITO
335,2.59,2.28,EXITO
297,2.66,1.99,EXITO
335,2.67,3.28,EXITO
297,2.78,2.94,EXITO
286,0.48,1.10,EXITO
287,0.30,1.16,EXITO
319,3.23,1.01,EXITO
154,3.37,1.11,EXITO
319,3.33,1.97,EXITO
319,3.41,2.97,EXITO
154,3.47,2.07,EXITO
154,3.55,3.07,EXITO
324,2.43,1.03,EXITO
324,2.53,2.04,EXITO
338,2.69,1.22,EXITO
324,2.63,3.00,EXITO
338,2.79,2.28,EXITO
327,1.58,1.08,EXITO
327,1.68,2.13,EXITO
310,2.58,1.24,EXITO
320,2.92,1.27,EXITO
340,3.77,1.19,EXITO
310,2.66,2.24,EXITO
320,3.00,2.28,EXITO
340,3.85,2.19,EXITO
310,2.76,3.20,EXITO
327,0.15,1.02,EXITO
