Episodio,Tiempo(s),RecompensaTotal,Resultado
2,1.87,3.13,EXITO
3,0.24,1.13,EXITO
3,0.26,1.08,EXITO
3,0.88,2.07,EXITO
2,2.19,1.20,EXITO
2,2.31,2.16,EXITO
2,2.66,1.28,EXITO
2,2.76,2.28,EXITO
2,2.86,3.24,EXITO
3,1.64,1.10,EXITO
2,1.72,1.14,EXITO
3,1.74,2.11,EXITO
2,1.82,2.14,EXITO
2,3.79,1.12,EXITO
4,2.68,1.26,EXITO
2,3.87,2.13,EXITO
4,1.99,1.08,EXITO
4,2.78,2.23,EXITO
4,2.09,2.09,EXITO
2,3.97,3.17,EXITO
2,3.04,1.15,EXITO
4,2.86,3.23,EXITO
2,3.10,1.08,EXITO
4,2.17,3.13,EXITO
2,3.12,2.16,EXITO
4,2.25,1.17,EXITO
2,3.18,2.09,EXITO
5,1.95,1.17,EXITO
2,3.22,3.12,EXITO
2,2.14,1.17,EXITO
4,2.33,2.18,EXITO
2,3.28,3.05,EXITO
5,2.05,2.17,EXITO
2,2.22,2.16,EXITO
4,2.43,3.22,EXITO
5,2.15,3.13,EXITO
2,2.32,3.12,EXITO
4,2.32,1.21,EXITO
4,2.40,2.21,EXITO
4,2.52,3.16,EXITO
4,3.14,1.01,EXITO
3,3.41,1.11,EXITO
4,3.24,1.97,EXITO
4,1.71,1.06,EXITO
3,3.51,2.07,EXITO
5,1.75,1.04,EXITO
3,3.59,3.07,EXITO
4,3.34,2.97,EXITO
4,1.81,2.06,EXITO
5,1.93,2.00,EXITO
4,3.27,1.12,EXITO
4,3.37,2.17,EXITO
4,3.45,3.18,EXITO
6,0.31,1.04,EXITO
5,2.62,1.27,EXITO
5,2.72,2.23,EXITO
5,2.82,3.23,EXITO
7,2.60,1.18,EXITO
7,2.58,1.16,EXITO
8,2.33,1.02,EXITO
7,2.68,2.18,EXITO
7,2.66,2.16,EXITO
8,2.41,2.02,EXITO
7,2.78,3.23,EXITO
5,2.45,1.16,EXITO
8,2.51,2.97,EXITO
5,2.53,2.16,EXITO
8,0.69,1.16,EXITO
8,0.81,2.18,EXITO
7,2.91,1.26,EXITO
5,3.01,1.13,EXITO
7,2.99,2.26,EXITO
5,3.09,2.13,EXITO
7,1.90,1.17,EXITO
5,3.19,3.18,EXITO
7,3.11,3.21,EXITO
7,2.00,2.14,EXITO
7,2.08,3.14,EXITO
5,3.69,1.08,EXITO
7,2.09,1.14,EXITO
5,3.77,2.09,EXITO
7,2.19,2.14,EXITO
5,3.89,3.04,EXITO
7,2.03,1.05,EXITO
7,2.15,2.10,EXITO
7,2.23,3.10,EXITO
7,1.19,1.06,EXITO
10,0.56,1.12,EXITO
7,3.69,1.14,EXITO
7,1.27,2.07,EXITO
6,2.90,1.23,EXITO
7,3.77,2.15,EXITO
6,3.00,2.19,EXITO
7,1.39,3.02,EXITO
7,3.89,3.10,EXITO
7,2.53,1.08,EXITO
6,3.10,3.19,EXITO
7,2.63,2.05,EXITO
5,4.49,1.17,EXITO
7,2.71,3.05,EXITO
5,4.59,2.17,EXITO
5,4.69,3.13,EXITO
9,0.46,1.11,EXITO
11,2.21,1.26,EXITO
11,2.33,2.22,EXITO
10,1.79,1.23,EXITO
10,1.87,2.24,EXITO
10,0.12,1.05,EXITO
10,1.97,3.20,EXITO
10,2.39,1.15,EXITO
10,2.49,2.15,EXITO
10,2.59,3.11,EXITO
9,1.87,1.05,EXITO
9,1.97,2.01,EXITO
11,0.25,1.13,EXITO
9,2.07,3.02,EXITO
8,2.07,1.19,EXITO
8,2.15,2.20,EXITO
9,3.35,1.16,EXITO
11,1.82,1.08,EXITO
8,2.25,3.16,EXITO
9,3.43,2.16,EXITO
11,1.92,2.13,EXITO
9,3.53,3.20,EXITO
11,2.00,3.14,EXITO
8,2.95,1.27,EXITO
8,3.05,2.27,EXITO
8,3.15,3.23,EXITO
10,2.21,1.25,EXITO
10,2.31,2.25,EXITO
10,2.41,3.20,EXITO
10,4.29,1.22,EXITO
10,4.37,2.22,EXITO
10,4.49,3.17,EXITO
10,2.63,1.06,EXITO
10,2.71,2.06,EXITO
10,2.83,3.02,EXITO
10,3.07,1.21,EXITO
10,3.15,2.21,EXITO
10,3.25,3.17,EXITO
10,3.69,1.11,EXITO
10,3.77,2.11,EXITO
10,3.87,3.07,EXITO
12,2.10,1.16,EXITO
8,3.33,1.21,EXITO
12,2.20,2.16,EXITO
8,3.43,2.26,EXITO
12,1.88,1.06,EXITO
12,2.30,3.12,EXITO
12,2.33,1.09,EXITO
8,3.53,3.26,EXITO
10,2.09,1.16,EXITO
12,1.98,2.02,EXITO
12,2.45,2.04,EXITO
10,2.17,2.20,EXITO
12,2.08,3.02,EXITO
10,2.25,3.22,EXITO
11,1.77,1.18,EXITO
11,1.87,2.14,EXITO
11,1.97,3.14,EXITO
11,0.24,1.02,EXITO
13,3.47,1.26,EXITO
14,2.37,1.26,EXITO
13,3.57,2.22,EXITO
11,0.38,2.06,EXITO
13,0.17,1.04,EXITO
14,2.45,2.27,EXITO
13,3.67,3.22,EXITO
14,2.55,3.23,EXITO
12,0.14,1.02,EXITO
13,3.33,1.13,EXITO
13,3.43,2.13,EXITO
13,3.53,3.17,EXITO
13,3.98,1.05,EXITO
13,4.08,2.00,EXITO
12,2.16,1.24,EXITO
12,2.24,2.24,EXITO
13,2.92,1.10,EXITO
12,2.34,3.29,EXITO
13,3.02,2.15,EXITO
13,3.10,3.15,EXITO
17,1.46,1.12,EXITO
15,2.05,1.14,EXITO
17,1.54,2.13,EXITO
15,2.13,2.15,EXITO
13,2.89,1.02,EXITO
17,1.64,3.09,EXITO
13,2.97,2.03,EXITO
15,2.25,3.10,EXITO
13,2.71,1.09,EXITO
13,3.07,3.07,EXITO
13,2.79,2.09,EXITO
15,2.59,1.26,EXITO
13,2.89,3.05,EXITO
15,2.67,2.27,EXITO
15,2.77,3.22,EXITO
13,4.01,1.20,EXITO
13,4.09,2.20,EXITO
16,2.05,1.08,EXITO
13,4.19,3.16,EXITO
16,2.15,2.09,EXITO
16,2.25,3.14,EXITO
15,1.41,1.06,EXITO
15,1.65,1.17,EXITO
14,2.57,1.16,EXITO
15,1.53,2.02,EXITO
15,1.73,2.17,EXITO
14,2.67,2.20,EXITO
15,1.83,3.13,EXITO
14,2.75,3.20,EXITO
6,4.46,1.19,EXITO
16,2.96,1.02,EXITO
6,4.54,2.16,EXITO
14,3.59,1.21,EXITO
16,3.04,2.03,EXITO
6,4.64,3.16,EXITO
16,3.16,2.98,EXITO
14,3.79,2.17,EXITO
17,0.41,1.08,EXITO
14,3.63,1.18,EXITO
14,3.71,2.18,EXITO
14,3.81,3.23,EXITO
14,3.79,1.12,EXITO
14,3.87,2.12,EXITO
15,3.20,1.06,EXITO
14,3.97,3.16,EXITO
15,3.28,2.10,EXITO
16,1.87,1.10,EXITO
15,3.38,3.10,EXITO
16,0.56,1.03,EXITO
16,1.97,2.14,EXITO
19,2.36,1.19,EXITO
19,2.46,2.23,EXITO
19,2.54,3.23,EXITO
17,0.49,1.13,EXITO
19,2.05,1.12,EXITO
18,2.91,1.20,EXITO
18,0.08,1.01,EXITO
18,2.99,2.20,EXITO
19,2.15,2.12,EXITO
18,3.11,3.15,EXITO
16,3.01,1.12,EXITO
16,2.13,1.17,EXITO
16,3.11,2.16,EXITO
16,2.21,2.17,EXITO
16,3.21,3.15,EXITO
16,2.73,1.09,EXITO
16,2.31,3.22,EXITO
16,2.83,2.14,EXITO
18,2.08,1.13,EXITO
16,2.91,3.14,EXITO
18,2.16,2.13,EXITO
18,2.28,3.08,EXITO
17,2.63,1.26,EXITO
17,1.55,1.06,EXITO
9,2.45,1.26,EXITO
17,2.71,2.26,EXITO
9,2.53,2.27,EXITO
17,1.67,2.02,EXITO
17,2.83,3.22,EXITO
9,2.65,3.22,EXITO
18,1.83,1.13,EXITO
18,1.91,2.13,EXITO
18,2.64,1.10,EXITO
18,2.01,3.09,EXITO
18,2.72,2.11,EXITO
17,4.01,1.10,EXITO
18,2.82,3.16,EXITO
17,4.11,2.10,EXITO
17,4.21,3.06,EXITO
19,1.95,1.24,EXITO
19,2.03,2.25,EXITO
22,2.50,1.04,EXITO
12,0.98,1.16,EXITO
21,1.91,1.17,EXITO
19,2.13,3.21,EXITO
22,2.60,2.09,EXITO
12,1.08,2.16,EXITO
21,1.99,2.17,EXITO
22,2.68,3.10,EXITO
21,2.09,3.12,EXITO
16,3.67,1.15,EXITO
18,3.27,1.12,EXITO
19,1.95,1.14,EXITO
16,3.75,2.14,EXITO
18,3.35,2.13,EXITO
19,2.03,2.15,EXITO
21,2.47,0.99,EXITO
16,3.85,3.10,EXITO
18,3.45,3.09,EXITO
19,2.15,3.10,EXITO
21,2.57,2.00,EXITO
21,1.83,1.21,EXITO
21,1.91,2.22,EXITO
21,2.67,3.05,EXITO
21,1.41,1.14,EXITO
19,2.29,1.11,EXITO
21,2.01,3.27,EXITO
21,1.51,2.14,EXITO
19,2.39,2.11,EXITO
25,0.52,1.15,EXITO
19,2.49,3.17,EXITO
24,0.58,1.28,EXITO
14,0.83,1.07,EXITO
14,0.95,2.07,EXITO
19,0.61,1.22,EXITO
19,2.72,1.27,EXITO
19,2.80,2.27,EXITO
19,2.90,3.23,EXITO
22,1.37,1.06,EXITO
20,2.72,1.07,EXITO
22,1.49,2.02,EXITO
20,2.82,2.08,EXITO
22,1.59,3.02,EXITO
21,1.17,1.15,EXITO
20,2.92,3.13,EXITO
21,1.27,2.16,EXITO
21,1.39,3.12,EXITO
20,2.57,1.24,EXITO
20,2.65,2.25,EXITO
20,2.77,3.21,EXITO
21,2.99,1.22,EXITO
25,0.37,1.06,EXITO
23,0.33,1.01,EXITO
24,1.61,1.04,EXITO
21,3.09,2.18,EXITO
24,1.71,2.08,EXITO
21,3.19,3.18,EXITO
23,0.47,2.07,EXITO
24,1.79,3.09,EXITO
24,0.50,1.08,EXITO
22,2.07,1.21,EXITO
22,2.17,2.17,EXITO
24,0.64,2.04,EXITO
22,2.25,3.17,EXITO
26,0.46,1.11,EXITO
23,2.25,1.25,EXITO
26,2.18,1.24,EXITO
23,2.33,2.26,EXITO
26,2.28,2.25,EXITO
22,2.22,1.24,EXITO
16,1.91,1.18,EXITO
23,2.45,3.21,EXITO
26,2.36,3.29,EXITO
22,2.32,2.29,EXITO
16,1.99,2.18,EXITO
22,2.40,3.29,EXITO
25,2.36,1.28,EXITO
20,2.06,1.22,EXITO
16,2.09,3.15,EXITO
27,0.66,1.23,EXITO
25,2.46,2.24,EXITO
20,2.16,2.18,EXITO
20,2.24,3.19,EXITO
25,2.56,3.25,EXITO
19,4.83,0.96,EXITO
22,2.12,1.26,EXITO
19,4.91,1.97,EXITO
19,5.01,3.02,EXITO
29,0.34,1.04,EXITO
24,3.15,1.06,EXITO
25,0.40,1.01,EXITO
24,3.25,2.10,EXITO
24,3.35,3.10,EXITO
24,1.48,1.11,EXITO
24,1.58,2.11,EXITO
26,1.31,1.12,EXITO
26,1.43,2.08,EXITO
26,1.51,3.08,EXITO
28,0.75,1.13,EXITO
26,0.57,1.17,EXITO
19,1.60,1.08,EXITO
19,1.70,2.10,EXITO
26,1.17,1.03,EXITO
22,2.98,1.18,EXITO
19,1.82,3.06,EXITO
26,1.25,2.03,EXITO
22,3.08,2.17,EXITO
27,0.23,1.13,EXITO
28,1.85,1.06,EXITO
26,1.37,2.99,EXITO
22,3.18,3.13,EXITO
28,1.93,2.07,EXITO
25,2.53,1.27,EXITO
28,2.03,3.03,EXITO
25,2.65,2.23,EXITO
27,2.55,1.13,EXITO
25,3.26,1.12,EXITO
27,2.65,2.18,EXITO
25,3.34,2.11,EXITO
27,2.73,3.17,EXITO
23,2.23,1.28,EXITO
22,2.04,1.01,EXITO
25,3.44,3.07,EXITO
23,2.31,2.28,EXITO
22,2.12,2.01,EXITO
23,2.43,3.23,EXITO
22,2.22,3.05,EXITO
23,2.67,1.06,EXITO
23,2.77,2.06,EXITO
23,2.87,3.11,EXITO
28,0.36,1.08,EXITO
25,3.26,0.96,EXITO
25,3.34,1.96,EXITO
25,3.44,3.00,EXITO
27,1.06,1.28,EXITO
27,2.97,1.26,EXITO
30,3.36,1.14,EXITO
29,2.61,1.11,EXITO
27,3.07,2.22,EXITO
27,3.15,3.22,EXITO
29,2.69,2.12,EXITO
30,3.46,2.19,EXITO
29,2.81,1.14,EXITO
29,2.79,3.17,EXITO
30,3.54,3.19,EXITO
27,0.43,1.07,EXITO
29,2.89,2.15,EXITO
31,1.69,1.13,EXITO
31,1.79,2.18,EXITO
29,3.01,3.10,EXITO
22,2.10,1.04,EXITO
31,1.87,3.18,EXITO
22,2.20,2.05,EXITO
22,2.30,3.10,EXITO
25,2.31,1.16,EXITO
28,2.46,1.07,EXITO
25,2.43,2.12,EXITO
28,2.54,2.07,EXITO
28,2.64,3.03,EXITO
29,1.58,1.03,EXITO
26,2.05,1.15,EXITO
29,1.68,2.07,EXITO
25,0.45,1.12,EXITO
26,2.13,2.15,EXITO
29,1.78,3.08,EXITO
26,2.25,3.10,EXITO
34,0.81,1.00,EXITO
34,0.95,2.05,EXITO
27,0.55,1.09,EXITO
29,3.21,1.13,EXITO
34,1.05,3.07,EXITO
29,3.31,2.17,EXITO
29,3.41,3.17,EXITO
32,1.59,1.09,EXITO
28,1.61,1.06,EXITO
33,1.65,1.03,EXITO
32,1.67,2.10,EXITO
28,1.69,2.06,EXITO
33,1.73,2.03,EXITO
25,3.03,0.98,EXITO
32,1.79,3.07,EXITO
28,1.81,3.02,EXITO
25,3.13,1.98,EXITO
26,2.70,1.22,EXITO
33,1.85,2.99,EXITO
26,2.78,2.23,EXITO
25,3.23,2.94,EXITO
32,0.85,1.23,EXITO
26,2.90,3.18,EXITO
32,0.62,1.23,EXITO
32,2.21,1.13,EXITO
37,1.33,1.04,EXITO
33,0.68,1.28,EXITO
37,1.43,2.04,EXITO
26,1.95,1.08,EXITO
26,2.05,2.08,EXITO
28,2.15,1.27,EXITO
30,3.51,1.16,EXITO
28,2.03,1.20,EXITO
28,2.25,2.23,EXITO
30,3.61,2.20,EXITO
28,2.11,2.19,EXITO
28,2.35,3.23,EXITO
30,5.10,1.08,EXITO
30,3.69,3.20,EXITO
31,1.55,1.09,EXITO
28,2.21,3.15,EXITO
30,5.18,2.12,EXITO
31,1.67,2.05,EXITO
30,5.26,3.13,EXITO
35,1.72,1.07,EXITO
31,1.77,3.05,EXITO
35,1.82,2.11,EXITO
35,1.92,3.11,EXITO
34,0.93,1.00,EXITO
34,1.07,2.05,EXITO
28,2.06,1.12,EXITO
33,1.73,1.22,EXITO
31,0.50,1.15,EXITO
33,1.83,2.18,EXITO
28,2.18,2.07,EXITO
28,2.26,3.07,EXITO
33,1.93,3.18,EXITO
30,4.15,1.17,EXITO
30,4.25,2.13,EXITO
29,2.88,1.15,EXITO
29,2.98,2.11,EXITO
29,3.06,3.11,EXITO
28,2.21,1.16,EXITO
35,3.48,1.21,EXITO
35,3.56,2.20,EXITO
35,3.66,3.16,EXITO
33,1.73,1.11,EXITO
36,1.09,1.03,EXITO
33,1.83,2.12,EXITO
33,2.07,1.03,EXITO
36,1.27,2.04,EXITO
33,1.95,3.07,EXITO
33,2.17,2.03,EXITO
36,1.64,1.23,EXITO
36,1.74,2.23,EXITO
34,2.23,1.00,EXITO
34,2.31,2.00,EXITO
34,2.41,2.96,EXITO
33,3.90,1.19,EXITO
39,3.37,0.96,EXITO
36,0.34,1.12,EXITO
33,4.00,2.18,EXITO
39,3.47,2.01,EXITO
33,4.10,3.15,EXITO
39,3.55,3.01,EXITO
35,0.72,1.06,EXITO
31,2.31,1.21,EXITO
32,1.42,1.05,EXITO
31,2.39,2.20,EXITO
35,0.84,2.06,EXITO
38,2.83,1.18,EXITO
32,1.52,2.06,EXITO
31,2.49,3.17,EXITO
38,2.93,2.14,EXITO
32,2.67,1.13,EXITO
32,1.64,3.02,EXITO
38,3.01,3.15,EXITO
32,2.75,2.13,EXITO
32,2.85,3.09,EXITO
38,1.65,1.21,EXITO
38,1.75,2.21,EXITO
38,1.63,1.23,EXITO
38,1.87,3.17,EXITO
38,1.73,2.24,EXITO
38,1.80,1.02,EXITO
38,1.90,2.03,EXITO
40,0.37,1.06,EXITO
38,2.00,2.98,EXITO
32,3.22,1.18,EXITO
32,3.32,2.23,EXITO
32,3.40,3.23,EXITO
41,0.34,1.03,EXITO
37,1.70,1.10,EXITO
29,3.35,1.17,EXITO
37,1.80,2.10,EXITO
29,3.45,2.18,EXITO
36,2.52,1.13,EXITO
29,3.53,3.22,EXITO
36,2.60,2.14,EXITO
36,2.72,3.09,EXITO
28,9.93,0.85,EXITO
35,2.23,1.17,EXITO
39,1.89,1.09,EXITO
36,3.08,1.09,EXITO
34,2.66,1.21,EXITO
37,3.30,1.25,EXITO
39,1.99,2.04,EXITO
36,3.18,2.06,EXITO
37,3.38,2.24,EXITO
34,2.76,2.26,EXITO
39,2.07,3.05,EXITO
36,3.26,3.06,EXITO
34,2.84,3.26,EXITO
37,3.48,3.21,EXITO
41,2.80,1.14,EXITO
42,3.44,1.20,EXITO
41,2.90,2.19,EXITO
41,2.98,3.19,EXITO
42,3.54,2.25,EXITO
42,3.62,3.26,EXITO
31,6.87,0.92,EXITO
31,6.99,1.92,EXITO
34,3.35,1.13,EXITO
34,3.45,2.13,EXITO
34,3.55,3.18,EXITO
42,2.55,1.13,EXITO
42,2.65,2.10,EXITO
39,2.22,1.16,EXITO
41,3.31,1.17,EXITO
42,2.73,3.10,EXITO
30,2.24,1.29,EXITO
39,2.32,2.17,EXITO
41,3.39,2.16,EXITO
35,3.11,1.01,EXITO
41,1.64,1.20,EXITO
30,2.34,2.25,EXITO
39,2.42,3.21,EXITO
35,3.19,2.01,EXITO
41,3.49,3.12,EXITO
41,1.72,2.20,EXITO
30,2.44,3.26,EXITO
35,3.29,2.97,EXITO
41,1.82,3.17,EXITO
37,2.10,1.22,EXITO
37,2.18,2.22,EXITO
36,2.75,1.18,EXITO
32,3.22,1.08,EXITO
39,2.33,1.14,EXITO
37,2.30,3.17,EXITO
36,2.85,2.14,EXITO
33,1.68,1.09,EXITO
36,2.93,3.14,EXITO
32,3.32,2.04,EXITO
39,2.43,2.19,EXITO
44,2.08,1.19,EXITO
39,2.51,3.20,EXITO
32,3.42,3.04,EXITO
44,2.18,2.15,EXITO
44,2.26,3.15,EXITO
33,0.74,1.05,EXITO
40,3.10,1.14,EXITO
40,3.18,2.14,EXITO
40,3.28,3.19,EXITO
37,3.12,1.08,EXITO
35,1.35,1.07,EXITO
37,3.20,2.09,EXITO
35,1.45,2.07,EXITO
37,3.32,3.04,EXITO
35,1.57,3.03,EXITO
42,2.53,1.07,EXITO
42,2.61,2.06,EXITO
42,2.71,3.02,EXITO
44,2.71,1.01,EXITO
44,2.79,2.01,EXITO
44,2.89,2.97,EXITO
43,3.27,1.27,EXITO
43,3.35,2.28,EXITO
45,3.59,1.19,EXITO
43,3.47,3.23,EXITO
45,3.67,2.20,EXITO
47,0.26,1.11,EXITO
45,3.77,3.24,EXITO
39,2.94,1.15,EXITO
37,3.61,1.17,EXITO
39,3.02,2.15,EXITO
34,3.08,1.18,EXITO
37,3.69,2.18,EXITO
34,3.16,2.19,EXITO
39,3.12,3.11,EXITO
37,3.79,3.23,EXITO
34,3.26,3.15,EXITO
40,3.36,1.13,EXITO
40,3.46,2.18,EXITO
40,3.54,3.17,EXITO
47,3.39,1.16,EXITO
42,3.61,1.08,EXITO
47,3.49,2.12,EXITO
42,3.69,2.08,EXITO
47,3.59,3.13,EXITO
34,3.60,1.18,EXITO
42,3.79,3.12,EXITO
34,3.68,2.18,EXITO
34,3.78,3.14,EXITO
45,2.17,1.26,EXITO
45,2.25,2.27,EXITO
45,2.35,3.24,EXITO
45,0.41,1.07,EXITO
39,2.72,1.14,EXITO
39,2.84,2.10,EXITO
39,2.92,3.10,EXITO
43,1.12,1.14,EXITO
44,7.24,1.15,EXITO
48,1.83,1.12,EXITO
44,7.34,2.15,EXITO
48,1.95,2.07,EXITO
44,7.44,3.11,EXITO
36,1.70,1.09,EXITO
36,1.80,2.10,EXITO
38,3.32,1.09,EXITO
36,1.90,3.06,EXITO
38,3.40,2.08,EXITO
42,0.37,1.12,EXITO
38,3.50,3.04,EXITO
42,2.16,1.10,EXITO
48,2.59,1.25,EXITO
42,2.26,2.09,EXITO
48,2.69,2.21,EXITO
48,2.79,3.21,EXITO
46,2.99,1.08,EXITO
46,3.09,2.04,EXITO
46,3.17,3.05,EXITO
40,3.12,1.10,EXITO
50,2.47,1.24,EXITO
40,3.22,2.06,EXITO
50,2.55,2.23,EXITO
40,3.32,3.06,EXITO
46,2.35,1.22,EXITO
46,2.43,2.22,EXITO
52,0.68,1.24,EXITO
37,3.22,1.26,EXITO
39,2.05,1.20,EXITO
37,3.30,2.26,EXITO
48,2.88,1.15,EXITO
39,2.13,2.21,EXITO
37,3.40,3.22,EXITO
48,2.98,2.19,EXITO
47,2.47,1.20,EXITO
39,2.25,3.16,EXITO
48,3.08,3.20,EXITO
47,2.55,2.20,EXITO
47,2.67,3.16,EXITO
50,2.82,1.05,EXITO
50,3.00,2.10,EXITO
41,2.65,1.23,EXITO
44,2.46,1.10,EXITO
41,2.75,2.28,EXITO
44,2.54,2.11,EXITO
41,2.83,3.29,EXITO
43,7.61,1.11,EXITO
44,2.66,3.05,EXITO
43,7.69,2.11,EXITO
43,7.79,3.07,EXITO
48,2.46,0.97,EXITO
43,3.22,1.25,EXITO
48,2.56,2.02,EXITO
43,3.32,2.21,EXITO
48,2.66,3.02,EXITO
43,3.40,3.21,EXITO
43,2.48,1.14,EXITO
43,2.58,2.14,EXITO
51,0.31,1.10,EXITO
43,2.68,3.19,EXITO
51,3.57,1.24,EXITO
51,3.65,2.25,EXITO
40,3.44,1.22,EXITO
51,3.75,3.21,EXITO
53,2.03,1.06,EXITO
53,2.13,2.12,EXITO
44,4.85,1.14,EXITO
42,1.96,1.17,EXITO
44,4.95,2.10,EXITO
42,2.04,2.17,EXITO
44,5.03,3.10,EXITO
42,2.16,3.12,EXITO
52,1.87,1.11,EXITO
44,1.76,1.01,EXITO
52,2.07,2.07,EXITO
44,1.86,2.05,EXITO
48,3.18,1.00,EXITO
44,1.94,3.05,EXITO
48,3.32,1.96,EXITO
51,2.72,0.97,EXITO
48,3.42,2.96,EXITO
51,2.80,1.97,EXITO
41,1.00,1.22,EXITO
39,3.01,1.15,EXITO
51,2.90,3.02,EXITO
39,3.11,2.19,EXITO
46,2.34,1.23,EXITO
39,3.19,3.19,EXITO
46,2.23,1.02,EXITO
46,1.34,1.06,EXITO
46,2.42,2.27,EXITO
54,0.46,1.05,EXITO
46,1.98,1.13,EXITO
46,2.33,2.02,EXITO
46,1.42,2.06,EXITO
46,2.50,3.28,EXITO
46,2.08,2.14,EXITO
54,0.60,2.10,EXITO
46,2.43,2.98,EXITO
46,1.52,3.03,EXITO
47,0.58,1.20,EXITO
42,0.58,1.22,EXITO
42,0.49,1.13,EXITO
43,0.46,1.27,EXITO
55,2.52,1.21,EXITO
45,2.23,1.17,EXITO
55,2.62,2.22,EXITO
45,2.35,2.13,EXITO
53,1.61,1.13,EXITO
52,3.06,1.08,EXITO
55,2.72,3.17,EXITO
45,2.43,3.13,EXITO
53,1.71,2.12,EXITO
52,3.16,2.09,EXITO
45,2.53,4.18,EXITO
52,3.26,3.14,EXITO
48,2.20,1.22,EXITO
49,2.26,1.14,EXITO
48,2.28,2.22,EXITO
49,2.36,2.19,EXITO
48,2.40,3.18,EXITO
51,2.93,1.12,EXITO
48,2.36,1.13,EXITO
51,3.01,2.12,EXITO
48,2.44,2.14,EXITO
56,2.58,1.05,EXITO
51,3.11,3.07,EXITO
43,2.25,1.17,EXITO
48,2.54,3.10,EXITO
56,2.68,2.06,EXITO
47,3.90,1.19,EXITO
43,2.35,2.14,EXITO
47,3.98,2.20,EXITO
56,2.78,3.02,EXITO
49,2.88,1.09,EXITO
50,6.19,1.19,EXITO
43,2.45,3.14,EXITO
47,4.08,3.24,EXITO
49,2.88,1.05,EXITO
49,2.98,2.14,EXITO
50,6.29,2.16,EXITO
49,2.96,2.06,EXITO
58,1.47,1.05,EXITO
49,3.06,3.14,EXITO
50,6.37,3.16,EXITO
49,3.06,3.10,EXITO
58,1.57,2.06,EXITO
44,1.92,1.09,EXITO
58,1.69,3.11,EXITO
44,2.02,2.15,EXITO
46,0.18,1.07,EXITO
44,2.10,3.16,EXITO
47,0.31,1.22,EXITO
51,1.43,1.03,EXITO
51,1.51,2.03,EXITO
51,1.51,1.09,EXITO
51,1.65,2.98,EXITO
51,1.61,2.09,EXITO
53,1.63,1.06,EXITO
54,6.08,1.18,EXITO
53,1.73,2.10,EXITO
54,6.18,2.18,EXITO
53,1.81,3.11,EXITO
54,6.28,3.14,EXITO
55,3.04,1.18,EXITO
55,3.14,2.14,EXITO
55,3.24,3.14,EXITO
51,2.14,1.02,EXITO
51,2.24,2.04,EXITO
51,2.36,2.99,EXITO
52,2.13,1.03,EXITO
52,2.23,2.02,EXITO
48,3.86,1.13,EXITO
56,0.65,1.24,EXITO
48,3.96,2.18,EXITO
48,4.06,3.18,EXITO
54,0.37,1.10,EXITO
61,2.91,1.25,EXITO
59,3.32,1.10,EXITO
61,2.99,2.25,EXITO
59,3.42,2.06,EXITO
55,0.20,1.06,EXITO
61,3.11,3.19,EXITO
59,3.50,3.06,EXITO
49,3.44,1.10,EXITO
52,3.23,0.97,EXITO
49,3.52,2.10,EXITO
52,3.33,1.98,EXITO
49,3.62,3.05,EXITO
53,3.46,1.16,EXITO
52,3.43,2.93,EXITO
52,2.27,1.19,EXITO
