Episodio,Tiempo(s),RecompensaTotal,Resultado
44,13.70,0.85,EXITO
45,5.20,1.04,EXITO
50,1.32,1.00,EXITO
51,0.96,1.07,EXITO
45,4.95,1.00,EXITO
46,5.32,1.03,EXITO
45,1.48,1.01,EXITO
46,1.16,1.02,EXITO
53,3.48,0.96,EXITO
48,2.60,1.04,EXITO
48,2.06,1.18,EXITO
48,0.88,1.02,EXITO
10,6.80,1.01,EXITO
51,2.26,1.07,EXITO
52,5.69,0.95,EXITO
52,6.84,1.05,EXITO
54,3.68,0.98,EXITO
52,3.36,1.14,EXITO
56,2.42,0.95,EXITO
53,2.92,1.12,EXITO
53,2.26,1.06,EXITO
55,2.34,1.01,EXITO
53,0.74,1.01,EXITO
54,1.53,1.04,EXITO
56,2.16,1.02,EXITO
55,2.15,1.00,EXITO
55,1.36,1.05,EXITO
56,3.53,1.00,EXITO
57,2.53,1.20,EXITO
54,7.60,0.97,EXITO
54,1.76,1.08,EXITO
58,1.30,1.00,EXITO
59,1.54,1.07,EXITO
57,1.66,1.19,EXITO
56,4.30,1.05,EXITO
58,1.60,1.19,EXITO
61,2.36,1.13,EXITO
59,3.83,1.01,EXITO
61,2.60,1.25,EXITO
60,2.64,1.15,EXITO
61,1.00,1.07,EXITO
62,6.28,0.96,EXITO
57,4.98,0.98,EXITO
60,0.62,1.02,EXITO
64,4.18,1.08,EXITO
58,1.94,1.03,EXITO
65,1.52,1.02,EXITO
64,3.10,1.19,EXITO
60,2.06,1.05,EXITO
65,0.36,1.00,EXITO
63,0.76,1.09,EXITO
62,2.20,1.05,EXITO
67,11.24,0.80,EXITO
62,1.86,1.26,EXITO
62,2.80,1.11,EXITO
62,4.76,1.06,EXITO
66,2.24,1.24,EXITO
65,1.38,1.03,EXITO
69,2.04,1.15,EXITO
64,2.90,1.03,EXITO
69,0.70,1.08,EXITO
70,1.09,1.01,EXITO
69,3.58,1.19,EXITO
66,2.28,1.12,EXITO
63,0.92,0.99,EXITO
65,2.70,1.22,EXITO
66,2.35,1.13,EXITO
66,1.78,1.05,EXITO
65,1.74,1.00,EXITO
72,2.10,1.08,EXITO
70,1.76,1.22,EXITO
70,1.92,1.10,EXITO
74,2.96,1.15,EXITO
71,2.40,1.15,EXITO
69,1.34,1.00,EXITO
69,2.62,1.03,EXITO
76,2.94,1.02,EXITO
74,1.30,1.12,EXITO
74,5.66,1.11,EXITO
79,3.08,0.94,EXITO
79,2.00,1.26,EXITO
75,2.24,1.00,EXITO
81,1.32,1.10,EXITO
75,5.10,1.08,EXITO
80,1.66,1.10,EXITO
77,1.08,1.25,EXITO
78,2.72,1.15,EXITO
78,0.63,1.03,EXITO
79,2.83,1.25,EXITO
81,1.66,1.22,EXITO
85,4.98,1.11,EXITO
80,0.92,1.08,EXITO
84,1.22,1.18,EXITO
78,2.48,1.03,EXITO
85,0.95,1.29,EXITO
86,1.59,1.22,EXITO
82,4.76,0.93,EXITO
81,3.06,1.13,EXITO
82,3.78,1.02,EXITO
82,4.06,1.07,EXITO
81,2.54,1.03,EXITO
82,1.42,1.01,EXITO
88,1.52,1.05,EXITO
86,1.72,0.99,EXITO
89,1.78,1.26,EXITO
84,3.34,1.24,EXITO
85,1.02,1.02,EXITO
83,1.84,1.25,EXITO
89,2.80,1.00,EXITO
85,0.20,1.00,EXITO
87,0.62,1.06,EXITO
88,2.32,1.16,EXITO
89,2.48,1.21,EXITO
89,0.52,1.02,EXITO
91,3.34,1.19,EXITO
96,2.26,1.01,EXITO
98,1.64,1.17,EXITO
97,1.30,1.27,EXITO
96,0.80,1.17,EXITO
89,3.04,0.96,EXITO
92,2.28,1.05,EXITO
98,8.98,0.95,EXITO
95,1.74,1.13,EXITO
100,3.80,1.09,EXITO
98,1.66,1.20,EXITO
99,3.26,1.05,EXITO
96,1.60,1.16,EXITO
107,1.90,1.16,EXITO
108,1.72,1.26,EXITO
101,3.48,1.10,EXITO
101,3.20,0.99,EXITO
100,2.50,0.98,EXITO
106,5.04,1.03,EXITO
101,5.16,0.98,EXITO
106,1.76,1.14,EXITO
104,1.14,1.00,EXITO
104,4.36,1.14,EXITO
103,0.88,1.08,EXITO
106,3.74,1.02,EXITO
113,2.14,1.05,EXITO
103,4.96,0.99,EXITO
108,10.60,1.08,EXITO
109,2.78,1.14,EXITO
112,3.28,1.02,EXITO
111,3.36,1.11,EXITO
113,1.28,1.26,EXITO
110,3.42,0.99,EXITO
114,2.72,1.09,EXITO
107,5.52,1.03,EXITO
114,3.06,1.16,EXITO
110,1.44,1.00,EXITO
117,0.96,1.06,EXITO
119,2.06,1.26,EXITO
119,5.66,0.96,EXITO
114,1.76,1.03,EXITO
115,2.76,1.04,EXITO
120,1.54,1.05,EXITO
121,4.34,1.05,EXITO
122,0.74,1.01,EXITO
124,1.38,1.24,EXITO
119,2.04,1.19,EXITO
117,2.88,1.11,EXITO
119,0.40,1.02,EXITO
118,1.38,1.12,EXITO
118,3.52,1.15,EXITO
119,2.26,1.12,EXITO
120,4.42,1.01,EXITO
129,1.76,1.26,EXITO
122,0.36,1.03,EXITO
122,1.56,1.18,EXITO
123,1.44,1.26,EXITO
124,2.60,1.15,EXITO
124,1.10,1.27,EXITO
126,0.96,1.02,EXITO
125,3.86,0.99,EXITO
126,6.36,0.94,EXITO
126,2.02,1.19,EXITO
133,2.72,0.98,EXITO
134,2.52,0.98,EXITO
135,3.25,1.07,EXITO
132,5.68,0.98,EXITO
131,2.86,1.06,EXITO
129,2.62,1.12,EXITO
130,3.28,1.10,EXITO
134,2.46,1.04,EXITO
130,4.44,0.98,EXITO
136,6.54,1.09,EXITO
137,3.50,1.00,EXITO
26,3.90,1.01,EXITO
132,3.44,0.95,EXITO
131,4.52,1.11,EXITO
132,1.46,1.07,EXITO
133,2.22,1.01,EXITO
133,1.72,1.25,EXITO
134,2.57,1.02,EXITO
143,1.28,1.22,EXITO
133,1.98,1.12,EXITO
143,1.08,1.16,EXITO
137,1.08,1.17,EXITO
138,0.80,1.06,EXITO
28,0.50,1.05,EXITO
138,2.03,1.21,EXITO
138,2.34,1.07,EXITO
138,0.90,1.02,EXITO
140,1.22,1.29,EXITO
140,3.80,1.11,EXITO
140,1.80,1.02,EXITO
139,2.08,1.00,EXITO
142,1.80,0.99,EXITO
145,2.46,1.11,EXITO
141,1.74,1.17,EXITO
146,2.14,1.01,EXITO
143,1.90,1.06,EXITO
145,3.14,1.03,EXITO
144,4.20,1.01,EXITO
143,2.36,1.20,EXITO
142,0.98,1.22,EXITO
142,1.22,1.14,EXITO
140,4.80,1.01,EXITO
139,3.32,1.07,EXITO
142,1.82,0.98,EXITO
144,2.96,1.02,EXITO
144,1.32,1.04,EXITO
146,2.70,0.98,EXITO
145,2.23,0.97,EXITO
143,2.02,1.06,EXITO
148,1.14,1.14,EXITO
151,0.36,1.02,EXITO
147,9.54,0.95,EXITO
155,0.96,1.06,EXITO
148,0.70,1.05,EXITO
148,2.58,1.01,EXITO
151,1.28,1.25,EXITO
153,1.64,1.07,EXITO
151,1.26,1.11,EXITO
150,1.62,1.10,EXITO
151,0.76,1.02,EXITO
159,1.54,1.00,EXITO
160,4.12,0.97,EXITO
153,2.66,1.07,EXITO
150,0.96,1.26,EXITO
153,1.26,1.15,EXITO
158,1.78,1.18,EXITO
154,1.98,1.01,EXITO
154,1.36,1.08,EXITO
155,1.10,1.17,EXITO
157,2.28,0.99,EXITO
154,2.76,1.14,EXITO
156,0.36,1.03,EXITO
160,1.28,1.04,EXITO
162,2.56,1.16,EXITO
163,1.89,1.16,EXITO
161,0.82,0.99,EXITO
163,2.36,1.19,EXITO
160,1.64,1.00,EXITO
33,1.08,1.16,EXITO
159,1.62,1.21,EXITO
34,1.39,1.00,EXITO
156,3.92,1.05,EXITO
160,1.09,1.15,EXITO
157,0.85,1.12,EXITO
35,1.85,1.18,EXITO
163,1.92,1.03,EXITO
165,1.80,0.99,EXITO
163,1.10,1.06,EXITO
167,1.20,1.28,EXITO
168,3.42,1.19,EXITO
170,0.96,1.19,EXITO
165,1.66,1.01,EXITO
165,1.96,1.23,EXITO
172,0.88,1.25,EXITO
169,1.32,1.02,EXITO
168,1.20,1.25,EXITO
165,1.72,1.24,EXITO
166,1.69,1.01,EXITO
165,1.50,1.04,EXITO
169,1.16,1.17,EXITO
163,0.90,1.03,EXITO
168,2.94,1.10,EXITO
169,0.71,1.23,EXITO
170,1.98,1.17,EXITO
176,2.00,1.10,EXITO
177,1.23,1.00,EXITO
166,1.36,1.05,EXITO
167,0.87,1.18,EXITO
171,1.44,1.10,EXITO
172,0.78,1.18,EXITO
172,1.62,0.98,EXITO
173,7.40,1.04,EXITO
172,0.62,1.14,EXITO
175,0.90,1.19,EXITO
177,1.50,1.07,EXITO
180,19.44,0.66,EXITO
173,1.44,1.04,EXITO
174,2.08,1.08,EXITO
175,1.16,1.04,EXITO
176,1.46,1.19,EXITO
174,0.94,1.14,EXITO
177,1.24,0.99,EXITO
177,2.08,1.07,EXITO
180,1.52,1.08,EXITO
173,2.76,1.02,EXITO
180,0.80,1.05,EXITO
179,0.50,1.02,EXITO
173,8.94,0.97,EXITO
180,1.56,1.08,EXITO
181,1.32,1.21,EXITO
176,1.64,1.09,EXITO
179,2.10,0.97,EXITO
181,5.10,0.95,EXITO
180,0.92,1.01,EXITO
186,1.90,1.08,EXITO
183,1.96,1.27,EXITO
183,1.84,1.09,EXITO
185,2.30,0.99,EXITO
187,2.06,0.98,EXITO
186,1.44,1.08,EXITO
191,4.26,1.04,EXITO
191,1.72,1.09,EXITO
188,0.90,1.22,EXITO
188,3.16,0.96,EXITO
185,2.64,1.10,EXITO
186,0.97,1.26,EXITO
191,0.86,1.26,EXITO
184,0.72,1.17,EXITO
192,10.32,0.83,EXITO
190,1.36,1.18,EXITO
188,1.24,1.04,EXITO
191,0.80,1.02,EXITO
194,4.62,0.99,EXITO
190,3.12,1.03,EXITO
185,3.04,0.96,EXITO
185,0.82,1.16,EXITO
191,2.06,1.22,EXITO
188,3.24,0.99,EXITO
189,10.85,0.80,EXITO
188,1.32,1.09,EXITO
194,1.88,1.04,EXITO
195,0.51,1.03,EXITO
197,0.74,1.06,EXITO
196,1.86,1.04,EXITO
191,1.28,1.05,EXITO
199,1.38,1.07,EXITO
195,9.32,0.87,EXITO
194,2.18,0.99,EXITO
204,0.90,1.14,EXITO
200,1.94,1.02,EXITO
198,1.54,1.00,EXITO
196,1.08,1.26,EXITO
205,0.64,1.01,EXITO
202,2.06,1.04,EXITO
201,0.78,1.11,EXITO
201,1.80,1.06,EXITO
205,0.72,1.21,EXITO
205,0.74,1.17,EXITO
205,1.72,1.09,EXITO
209,0.78,1.12,EXITO
206,2.06,1.06,EXITO
206,5.83,1.14,EXITO
207,2.18,1.09,EXITO
209,0.68,1.17,EXITO
203,2.48,1.02,EXITO
206,0.40,1.01,EXITO
209,3.56,1.05,EXITO
203,1.40,0.99,EXITO
206,0.84,1.19,EXITO
206,3.02,0.98,EXITO
211,0.88,1.18,EXITO
214,2.22,1.08,EXITO
208,2.04,1.07,EXITO
217,1.48,1.17,EXITO
215,1.70,0.99,EXITO
210,1.14,1.13,EXITO
219,1.36,1.02,EXITO
219,2.16,0.97,EXITO
217,3.00,1.00,EXITO
220,1.71,1.14,EXITO
216,1.38,1.23,EXITO
218,2.62,0.98,EXITO
217,6.16,1.13,EXITO
217,3.84,0.95,EXITO
221,3.06,0.98,EXITO
222,3.77,0.97,EXITO
224,2.30,1.05,EXITO
223,1.26,1.03,EXITO
219,14.62,0.86,EXITO
220,1.22,1.25,EXITO
222,3.36,0.95,EXITO
221,1.01,1.21,EXITO
224,0.76,1.02,EXITO
225,0.64,1.15,EXITO
227,0.84,1.15,EXITO
228,1.38,1.20,EXITO
231,2.28,1.04,EXITO
230,1.92,0.98,EXITO
226,1.72,1.16,EXITO
232,1.20,1.09,EXITO
231,5.40,0.90,EXITO
232,0.88,1.27,EXITO
233,0.92,1.23,EXITO
48,0.84,1.27,EXITO
229,2.46,1.08,EXITO
229,0.66,1.14,EXITO
235,0.66,1.09,EXITO
232,15.72,0.69,EXITO
232,0.88,1.28,EXITO
229,1.08,1.10,EXITO
233,1.44,1.06,EXITO
231,0.92,1.28,EXITO
234,0.60,1.12,EXITO
235,0.71,1.03,EXITO
232,1.30,1.15,EXITO
235,2.66,1.18,EXITO
234,0.94,1.26,EXITO
234,1.40,1.13,EXITO
232,1.04,1.13,EXITO
233,1.58,0.99,EXITO
238,0.80,1.01,EXITO
239,1.90,1.18,EXITO
241,1.24,1.12,EXITO
238,3.16,0.97,EXITO
240,1.56,1.14,EXITO
236,1.00,1.08,EXITO
243,1.28,1.25,EXITO
242,1.04,1.07,EXITO
243,2.46,1.07,EXITO
238,0.84,1.10,EXITO
245,1.22,1.08,EXITO
246,1.09,1.15,EXITO
245,1.42,1.17,EXITO
241,0.92,1.23,EXITO
243,1.06,1.15,EXITO
242,3.26,1.23,EXITO
242,0.30,1.01,EXITO
245,1.62,1.15,EXITO
248,0.90,1.18,EXITO
244,0.94,1.06,EXITO
242,1.42,1.09,EXITO
245,2.85,1.07,EXITO
247,1.70,0.99,EXITO
246,0.44,1.00,EXITO
242,1.28,1.17,EXITO
251,1.48,1.01,EXITO
237,3.14,1.12,EXITO
248,2.26,1.23,EXITO
253,0.58,1.05,EXITO
248,1.08,1.11,EXITO
252,9.88,1.02,EXITO
249,2.02,1.11,EXITO
245,1.98,1.02,EXITO
249,0.94,1.31,EXITO
250,1.96,1.06,EXITO
241,2.98,1.20,EXITO
252,0.82,1.22,EXITO
253,1.86,1.08,EXITO
253,0.74,1.09,EXITO
254,1.84,1.07,EXITO
255,1.68,1.05,EXITO
253,0.80,1.18,EXITO
256,0.84,1.11,EXITO
248,2.12,1.04,EXITO
244,0.92,1.16,EXITO
257,1.78,1.22,EXITO
249,2.26,1.04,EXITO
250,1.86,1.00,EXITO
259,3.32,1.00,EXITO
251,2.96,1.09,EXITO
256,1.78,1.03,EXITO
254,1.62,1.02,EXITO
255,0.71,1.19,EXITO
260,0.84,1.09,EXITO
261,1.80,1.00,EXITO
259,0.76,1.18,EXITO
259,0.74,1.20,EXITO
261,0.66,1.12,EXITO
260,2.96,1.09,EXITO
263,1.20,1.14,EXITO
255,0.94,1.21,EXITO
256,2.00,1.06,EXITO
264,0.62,1.15,EXITO
256,0.74,1.29,EXITO
263,0.68,1.22,EXITO
266,2.14,1.05,EXITO
257,2.14,1.04,EXITO
266,1.64,1.07,EXITO
256,2.90,1.15,EXITO
267,5.10,0.93,EXITO
261,1.74,1.06,EXITO
268,1.14,1.01,EXITO
266,0.80,1.25,EXITO
259,1.58,1.17,EXITO
261,2.88,1.14,EXITO
264,1.04,1.22,EXITO
263,1.16,1.02,EXITO
271,0.96,1.04,EXITO
264,1.02,1.26,EXITO
272,1.00,1.10,EXITO
263,1.38,0.99,EXITO
258,0.86,1.05,EXITO
265,0.88,1.10,EXITO
271,0.66,1.08,EXITO
266,5.48,0.95,EXITO
266,1.18,1.12,EXITO
267,0.61,1.10,EXITO
276,1.74,1.11,EXITO
277,0.88,1.25,EXITO
268,0.76,1.28,EXITO
272,1.06,1.29,EXITO
271,0.82,1.22,EXITO
272,2.08,1.02,EXITO
279,1.38,1.15,EXITO
280,0.44,1.07,EXITO
272,0.60,1.12,EXITO
272,1.00,1.28,EXITO
273,0.87,1.22,EXITO
274,0.84,1.13,EXITO
267,1.24,1.15,EXITO
275,0.74,1.28,EXITO
280,3.00,1.16,EXITO
275,2.42,0.99,EXITO
282,1.50,1.25,EXITO
278,0.78,1.21,EXITO
279,0.88,1.25,EXITO
278,1.70,1.00,EXITO
285,0.88,1.11,EXITO
281,3.16,1.11,EXITO
282,0.76,1.21,EXITO
275,2.22,0.97,EXITO
287,0.56,1.15,EXITO
276,0.92,1.00,EXITO
279,2.22,1.06,EXITO
280,0.82,1.28,EXITO
281,1.02,1.20,EXITO
282,2.52,1.03,EXITO
281,1.10,1.02,EXITO
279,2.18,1.06,EXITO
280,0.88,1.02,EXITO
281,1.34,1.04,EXITO
284,2.24,1.10,EXITO
277,0.88,1.25,EXITO
289,1.66,1.03,EXITO
293,2.78,1.08,EXITO
286,0.84,1.26,EXITO
295,1.34,1.19,EXITO
288,4.52,1.09,EXITO
297,5.32,0.99,EXITO
290,0.58,1.19,EXITO
299,0.68,1.23,EXITO
282,1.22,1.12,EXITO
295,0.88,1.28,EXITO
284,0.70,1.29,EXITO
299,4.54,0.98,EXITO
291,0.42,1.00,EXITO
293,3.64,0.96,EXITO
295,1.16,1.24,EXITO
293,2.86,1.07,EXITO
292,0.68,1.24,EXITO
296,0.76,1.28,EXITO
297,0.94,1.14,EXITO
295,4.92,0.99,EXITO
303,0.92,1.08,EXITO
308,0.84,1.26,EXITO
309,1.06,1.08,EXITO
297,3.44,1.10,EXITO
301,0.90,1.15,EXITO
293,2.60,1.02,EXITO
303,1.86,1.08,EXITO
295,2.12,1.09,EXITO
310,0.80,1.22,EXITO
307,1.26,1.00,EXITO
302,12.16,0.79,EXITO
310,11.78,0.95,EXITO
303,0.66,1.06,EXITO
306,5.30,0.92,EXITO
307,1.14,1.06,EXITO
305,3.24,0.95,EXITO
314,1.58,0.99,EXITO
308,0.86,1.28,EXITO
315,12.12,0.92,EXITO
306,0.60,1.05,EXITO
318,2.20,1.00,EXITO
311,1.02,1.15,EXITO
308,0.64,1.03,EXITO
311,2.04,1.00,EXITO
312,0.60,1.08,EXITO
313,0.56,1.02,EXITO
63,0.94,1.23,EXITO
310,1.00,1.11,EXITO
322,4.42,0.96,EXITO
320,0.58,1.08,EXITO
311,0.72,1.27,EXITO
313,2.98,0.99,EXITO
318,1.70,0.98,EXITO
316,0.90,1.10,EXITO
316,0.60,1.04,EXITO
315,1.00,1.00,EXITO
325,2.82,1.05,EXITO
328,4.08,1.01,EXITO
329,0.64,1.17,EXITO
318,0.70,1.26,EXITO
319,1.36,0.99,EXITO
320,0.96,1.25,EXITO
320,8.30,0.98,EXITO
315,0.64,1.03,EXITO
331,0.64,1.17,EXITO
317,2.84,1.01,EXITO
318,0.90,1.15,EXITO
333,2.38,1.00,EXITO
319,0.74,1.26,EXITO
320,2.68,1.26,EXITO
320,0.64,1.21,EXITO
335,2.90,1.13,EXITO
324,2.56,1.00,EXITO
325,3.64,1.05,EXITO
327,1.02,1.16,EXITO
321,0.62,1.01,EXITO
325,0.60,1.02,EXITO
323,0.82,1.05,EXITO
316,1.18,1.10,EXITO
325,1.02,1.13,EXITO
324,1.02,1.00,EXITO
330,0.80,1.07,EXITO
325,2.22,0.96,EXITO
334,1.26,1.02,EXITO
328,1.04,1.09,EXITO
329,0.84,1.26,EXITO
331,0.62,1.11,EXITO
334,1.26,1.00,EXITO
332,1.54,0.98,EXITO
333,0.31,1.02,EXITO
330,1.60,1.01,EXITO
326,0.80,1.14,EXITO
337,0.82,1.21,EXITO
323,2.00,0.99,EXITO
332,1.10,1.07,EXITO
333,1.23,1.18,EXITO
329,1.06,1.10,EXITO
330,0.76,1.12,EXITO
325,7.64,0.95,EXITO
336,0.90,1.21,EXITO
333,1.00,1.23,EXITO
337,0.72,1.23,EXITO
332,2.30,1.04,EXITO
334,0.82,1.26,EXITO
348,0.78,1.30,EXITO
336,5.08,0.94,EXITO
343,8.16,0.86,EXITO
328,0.58,1.16,EXITO
329,1.13,0.99,EXITO
337,4.67,1.02,EXITO
335,1.56,1.00,EXITO
332,0.40,1.01,EXITO
333,0.88,1.25,EXITO
339,0.50,1.05,EXITO
347,0.86,1.21,EXITO
350,0.68,1.04,EXITO
344,4.18,1.03,EXITO
339,2.90,0.95,EXITO
350,3.18,0.97,EXITO
352,4.78,0.96,EXITO
353,0.72,1.26,EXITO
350,6.54,0.93,EXITO
351,2.63,1.03,EXITO
346,0.92,1.21,EXITO
347,4.45,1.03,EXITO
348,0.77,1.27,EXITO
347,0.86,1.13,EXITO
348,0.84,1.12,EXITO
350,0.68,1.02,EXITO
357,5.48,0.95,EXITO
350,1.36,1.08,EXITO
351,0.80,1.05,EXITO
352,2.56,1.11,EXITO
350,2.38,0.99,EXITO
353,0.80,1.22,EXITO
365,0.38,1.00,EXITO
361,0.80,1.22,EXITO
356,0.84,1.16,EXITO
367,2.98,0.96,EXITO
356,1.14,1.14,EXITO
363,2.66,0.98,EXITO
355,17.16,0.65,EXITO
356,0.76,1.29,EXITO
369,1.38,1.07,EXITO
370,2.26,1.18,EXITO
72,0.70,1.12,EXITO
357,1.46,1.05,EXITO
351,1.10,1.12,EXITO
365,7.58,0.84,EXITO
353,2.40,0.99,EXITO
365,1.60,1.15,EXITO
361,1.36,1.00,EXITO
362,0.75,1.16,EXITO
358,0.78,1.25,EXITO
357,0.90,1.15,EXITO
357,3.86,1.00,EXITO
360,0.78,1.18,EXITO
363,0.90,1.11,EXITO
371,0.72,1.03,EXITO
364,1.18,1.10,EXITO
362,0.74,1.19,EXITO
364,0.66,1.20,EXITO
363,1.34,1.02,EXITO
375,2.20,1.07,EXITO
372,2.58,1.15,EXITO
364,0.94,1.14,EXITO
368,3.32,1.09,EXITO
369,1.26,0.99,EXITO
374,3.22,0.95,EXITO
378,0.60,1.24,EXITO
379,0.53,1.13,EXITO
370,1.54,0.98,EXITO
369,1.24,1.01,EXITO
368,0.88,1.05,EXITO
371,0.54,1.16,EXITO
379,0.76,1.25,EXITO
380,0.69,1.15,EXITO
372,0.94,1.01,EXITO
373,0.72,1.19,EXITO
374,0.84,1.26,EXITO
372,0.44,1.01,EXITO
382,0.32,1.04,EXITO
377,0.60,1.08,EXITO
373,3.52,0.97,EXITO
384,0.80,1.01,EXITO
375,1.12,1.00,EXITO
373,1.24,1.01,EXITO
378,0.66,1.13,EXITO
378,1.68,1.13,EXITO
379,0.48,1.08,EXITO
371,2.46,1.06,EXITO
391,0.48,1.08,EXITO
380,0.72,1.26,EXITO
381,0.62,1.18,EXITO
377,1.28,1.00,EXITO
378,0.70,1.19,EXITO
379,0.70,1.05,EXITO
390,0.72,1.27,EXITO
391,0.61,1.13,EXITO
384,0.94,1.29,EXITO
380,0.76,1.14,EXITO
382,0.90,1.26,EXITO
380,1.44,1.01,EXITO
381,0.72,0.99,EXITO
384,0.76,1.30,EXITO
387,0.86,1.28,EXITO
383,1.94,1.23,EXITO
385,0.56,1.02,EXITO
383,0.64,1.13,EXITO
383,0.84,1.19,EXITO
388,17.08,0.82,EXITO
393,0.70,1.27,EXITO
388,0.62,1.20,EXITO
384,0.94,1.11,EXITO
78,0.98,1.24,EXITO
79,0.82,1.30,EXITO
388,0.46,1.04,EXITO
396,3.32,1.09,EXITO
389,1.52,1.11,EXITO
387,3.12,1.01,EXITO
390,0.70,1.19,EXITO
391,0.72,1.27,EXITO
391,1.06,1.21,EXITO
389,0.82,1.16,EXITO
387,3.10,1.06,EXITO
383,0.84,1.02,EXITO
382,1.14,1.05,EXITO
390,2.54,1.18,EXITO
391,0.38,1.05,EXITO
394,0.72,1.16,EXITO
384,0.80,1.26,EXITO
81,22.74,0.75,EXITO
394,0.74,1.24,EXITO
394,3.56,1.08,EXITO
395,0.78,1.29,EXITO
405,0.70,1.18,EXITO
397,2.30,1.02,EXITO
399,0.70,1.26,EXITO
391,0.88,1.16,EXITO
402,10.44,0.94,EXITO
398,0.82,1.31,EXITO
396,1.54,1.02,EXITO
412,0.70,1.03,EXITO
404,2.72,1.05,EXITO
414,1.18,1.15,EXITO
406,1.44,1.03,EXITO
408,3.50,1.02,EXITO
399,1.36,1.16,EXITO
406,1.62,1.05,EXITO
399,1.72,1.06,EXITO
405,0.58,1.04,EXITO
410,0.72,1.13,EXITO
418,1.96,1.01,EXITO
411,1.30,1.00,EXITO
412,0.84,1.15,EXITO
85,1.04,1.00,EXITO
86,1.37,1.10,EXITO
409,1.82,1.07,EXITO
419,0.68,1.24,EXITO
411,0.76,1.21,EXITO
415,0.74,1.11,EXITO
411,0.76,1.15,EXITO
409,0.76,1.08,EXITO
422,2.36,1.01,EXITO
414,0.62,1.24,EXITO
414,0.88,1.17,EXITO
411,1.90,0.98,EXITO
424,0.92,1.09,EXITO
414,3.38,1.08,EXITO
419,0.70,1.31,EXITO
407,0.72,1.29,EXITO
416,0.80,1.09,EXITO
409,0.70,1.13,EXITO
418,0.84,1.05,EXITO
410,6.98,0.96,EXITO
418,1.80,1.05,EXITO
425,1.06,1.01,EXITO
423,0.98,1.27,EXITO
413,0.66,1.27,EXITO
427,1.86,1.01,EXITO
419,0.62,1.02,EXITO
431,0.64,1.23,EXITO
422,0.74,1.22,EXITO
423,2.72,1.06,EXITO
430,0.58,1.17,EXITO
418,0.70,1.14,EXITO
433,0.92,1.01,EXITO
422,0.66,1.17,EXITO
432,1.94,1.19,EXITO
424,0.92,1.02,EXITO
425,0.78,1.30,EXITO
435,0.94,1.10,EXITO
426,1.34,0.98,EXITO
423,1.08,1.05,EXITO
422,1.60,1.03,EXITO
425,3.16,1.12,EXITO
438,0.66,1.12,EXITO
427,0.90,1.26,EXITO
428,0.60,1.19,EXITO
426,0.82,1.27,EXITO
427,0.84,1.29,EXITO
427,1.66,1.00,EXITO
419,0.72,1.09,EXITO
420,0.54,1.02,EXITO
430,0.94,1.01,EXITO
432,0.80,1.28,EXITO
428,1.02,1.03,EXITO
429,0.46,1.03,EXITO
422,1.10,1.03,EXITO
423,0.72,1.27,EXITO
424,0.74,1.07,EXITO
426,0.88,1.23,EXITO
427,1.48,1.16,EXITO
