Episodio,Tiempo(s),RecompensaTotal,Resultado
120,5.26,1.07,EXITO
125,2.56,1.08,EXITO
126,4.00,1.18,EXITO
125,0.78,1.00,EXITO
125,3.62,1.16,EXITO
128,2.52,1.22,EXITO
126,3.50,1.05,EXITO
127,4.54,1.11,EXITO
125,2.54,1.22,EXITO
129,3.58,0.98,EXITO
127,0.90,1.04,EXITO
130,2.13,1.09,EXITO
131,1.48,1.01,EXITO
128,0.58,1.11,EXITO
125,4.76,0.90,EXITO
127,0.98,1.11,EXITO
128,3.25,1.04,EXITO
130,2.96,1.07,EXITO
131,0.48,1.07,EXITO
137,3.92,1.05,EXITO
138,3.34,1.09,EXITO
135,1.86,1.25,EXITO
136,2.89,1.10,EXITO
135,0.92,0.98,EXITO
137,4.65,1.16,EXITO
136,1.34,1.20,EXITO
134,4.44,1.00,EXITO
136,3.59,1.14,EXITO
136,1.08,1.02,EXITO
136,0.94,1.23,EXITO
139,3.42,1.23,EXITO
138,1.88,1.09,EXITO
140,2.46,1.26,EXITO
138,1.86,1.12,EXITO
139,0.92,0.99,EXITO
138,0.40,1.02,EXITO
139,1.09,1.05,EXITO
135,2.28,1.14,EXITO
140,3.14,1.10,EXITO
141,2.78,1.16,EXITO
142,1.08,1.04,EXITO
144,2.66,1.06,EXITO
142,3.98,0.96,EXITO
144,2.58,1.01,EXITO
142,1.26,1.07,EXITO
139,1.48,1.26,EXITO
140,1.56,1.02,EXITO
140,1.95,1.17,EXITO
146,1.26,1.10,EXITO
147,0.96,1.07,EXITO
145,0.76,0.99,EXITO
144,3.22,1.12,EXITO
151,0.74,1.05,EXITO
150,1.52,1.03,EXITO
148,3.76,1.14,EXITO
151,1.66,0.98,EXITO
152,0.77,1.02,EXITO
150,1.38,0.99,EXITO
150,2.30,0.98,EXITO
155,1.68,1.03,EXITO
153,2.78,1.06,EXITO
154,3.38,0.98,EXITO
157,2.30,1.18,EXITO
150,4.08,1.01,EXITO
155,4.44,0.98,EXITO
156,0.66,0.99,EXITO
154,3.76,1.21,EXITO
150,3.58,0.96,EXITO
149,1.70,1.13,EXITO
159,2.66,1.19,EXITO
152,2.44,1.07,EXITO
158,6.76,1.11,EXITO
153,3.58,1.12,EXITO
159,2.18,1.06,EXITO
157,3.22,1.23,EXITO
158,2.41,1.23,EXITO
151,4.94,1.00,EXITO
152,1.76,1.00,EXITO
155,3.70,1.07,EXITO
156,2.12,1.15,EXITO
163,4.26,1.17,EXITO
161,7.30,0.86,EXITO
164,3.21,0.98,EXITO
155,2.16,1.07,EXITO
163,2.44,1.24,EXITO
163,1.24,1.04,EXITO
163,1.40,0.99,EXITO
157,3.80,1.00,EXITO
159,3.88,1.13,EXITO
160,5.03,1.04,EXITO
166,4.66,1.03,EXITO
167,7.26,1.06,EXITO
163,3.44,0.96,EXITO
166,2.26,0.95,EXITO
165,2.36,1.01,EXITO
164,0.82,1.01,EXITO
168,2.46,1.00,EXITO
165,2.06,1.00,EXITO
171,1.50,1.24,EXITO
171,8.20,0.85,EXITO
168,3.56,1.15,EXITO
171,5.30,1.07,EXITO
174,3.36,1.12,EXITO
170,3.64,1.03,EXITO
171,2.51,1.16,EXITO
171,6.38,1.09,EXITO
177,1.34,0.99,EXITO
174,3.54,1.11,EXITO
170,2.46,1.00,EXITO
173,1.30,1.03,EXITO
175,3.74,1.08,EXITO
174,4.67,1.19,EXITO
179,2.42,1.06,EXITO
180,3.04,0.98,EXITO
178,3.96,1.06,EXITO
176,3.04,1.09,EXITO
179,1.77,1.01,EXITO
173,3.30,1.01,EXITO
178,9.36,0.82,EXITO
173,2.48,1.15,EXITO
180,3.16,1.17,EXITO
182,3.28,1.18,EXITO
180,2.38,1.17,EXITO
176,3.74,0.97,EXITO
183,5.52,0.94,EXITO
180,3.48,0.95,EXITO
181,1.77,0.98,EXITO
179,2.18,1.18,EXITO
182,5.98,1.04,EXITO
183,1.85,1.15,EXITO
186,1.46,1.01,EXITO
185,0.82,1.08,EXITO
186,1.94,1.00,EXITO
188,6.50,0.92,EXITO
183,2.36,1.19,EXITO
183,5.08,0.97,EXITO
190,3.42,0.99,EXITO
192,2.38,1.21,EXITO
191,1.79,1.26,EXITO
187,3.94,0.95,EXITO
189,3.24,1.02,EXITO
187,1.82,1.22,EXITO
193,0.90,1.00,EXITO
194,3.18,1.08,EXITO
193,1.92,0.99,EXITO
196,0.82,1.01,EXITO
195,0.86,1.08,EXITO
196,1.87,1.19,EXITO
196,1.66,1.24,EXITO
198,1.88,1.23,EXITO
195,1.86,1.05,EXITO
192,1.08,1.04,EXITO
194,0.72,1.06,EXITO
196,1.70,1.03,EXITO
198,2.54,1.11,EXITO
194,2.28,1.19,EXITO
195,1.83,1.16,EXITO
197,2.01,1.03,EXITO
199,2.55,1.04,EXITO
196,2.20,1.08,EXITO
197,1.03,1.02,EXITO
201,4.20,0.99,EXITO
193,3.12,1.06,EXITO
199,2.90,1.08,EXITO
200,0.98,1.22,EXITO
196,2.80,1.16,EXITO
199,5.52,0.96,EXITO
202,3.14,1.00,EXITO
201,0.54,1.04,EXITO
198,5.46,1.05,EXITO
206,2.10,1.06,EXITO
201,3.12,1.03,EXITO
202,1.38,1.15,EXITO
199,0.32,0.99,EXITO
198,1.24,0.99,EXITO
205,1.52,1.25,EXITO
204,2.12,1.16,EXITO
209,2.34,1.15,EXITO
207,2.84,1.06,EXITO
210,3.60,0.93,EXITO
201,3.10,1.09,EXITO
211,1.44,1.07,EXITO
211,1.88,1.00,EXITO
208,5.80,1.00,EXITO
207,1.68,1.05,EXITO
209,5.06,0.92,EXITO
211,3.22,0.98,EXITO
206,0.88,1.11,EXITO
209,1.12,1.01,EXITO
213,4.36,1.04,EXITO
211,1.92,1.00,EXITO
205,1.36,1.05,EXITO
206,1.68,1.12,EXITO
209,1.04,1.00,EXITO
211,2.02,1.06,EXITO
213,1.56,0.97,EXITO
215,4.88,0.98,EXITO
216,0.85,1.16,EXITO
217,2.15,0.98,EXITO
219,2.14,1.20,EXITO
214,3.18,1.05,EXITO
219,2.48,1.11,EXITO
214,3.22,1.17,EXITO
216,1.16,1.01,EXITO
217,2.98,1.03,EXITO
216,2.64,1.12,EXITO
216,1.86,1.20,EXITO
221,3.14,1.05,EXITO
221,3.06,1.01,EXITO
219,2.22,1.09,EXITO
216,1.94,1.09,EXITO
219,1.20,1.01,EXITO
223,4.74,1.07,EXITO
224,1.88,1.09,EXITO
219,2.02,0.98,EXITO
225,1.20,1.17,EXITO
219,1.84,0.98,EXITO
225,9.02,0.85,EXITO
223,2.00,1.13,EXITO
218,1.78,1.00,EXITO
219,0.88,1.00,EXITO
227,2.40,0.99,EXITO
228,2.46,0.98,EXITO
233,2.90,1.12,EXITO
230,3.86,0.94,EXITO
231,3.02,0.96,EXITO
232,2.41,1.13,EXITO
224,1.02,1.00,EXITO
230,2.56,1.23,EXITO
230,2.78,0.98,EXITO
226,1.14,1.03,EXITO
234,2.28,1.06,EXITO
237,2.32,0.98,EXITO
236,3.76,1.10,EXITO
229,5.42,1.00,EXITO
240,0.96,1.03,EXITO
236,4.16,1.09,EXITO
234,3.12,1.02,EXITO
232,3.52,1.13,EXITO
237,2.36,1.14,EXITO
231,3.64,0.96,EXITO
235,2.26,1.13,EXITO
232,2.52,1.08,EXITO
233,7.60,0.98,EXITO
234,4.26,1.01,EXITO
241,1.70,1.10,EXITO
242,1.94,0.98,EXITO
239,5.18,0.96,EXITO
238,2.68,0.96,EXITO
237,2.42,0.97,EXITO
238,2.08,0.97,EXITO
240,2.32,1.06,EXITO
239,1.62,0.97,EXITO
247,4.10,0.96,EXITO
245,4.36,0.93,EXITO
241,0.92,1.00,EXITO
244,2.20,1.01,EXITO
246,2.00,1.10,EXITO
240,3.18,0.96,EXITO
247,1.42,0.98,EXITO
250,1.14,1.28,EXITO
245,3.18,1.01,EXITO
251,1.52,1.19,EXITO
251,2.98,1.14,EXITO
247,2.04,0.97,EXITO
247,2.66,1.01,EXITO
247,0.98,1.09,EXITO
247,1.64,1.10,EXITO
248,1.79,1.00,EXITO
252,1.10,1.00,EXITO
249,2.25,0.98,EXITO
245,0.86,0.99,EXITO
256,3.50,1.10,EXITO
248,2.32,1.13,EXITO
252,0.98,1.29,EXITO
254,4.86,1.06,EXITO
255,2.87,0.97,EXITO
259,2.80,1.22,EXITO
260,5.80,0.96,EXITO
261,6.12,1.09,EXITO
260,2.52,1.13,EXITO
255,4.34,0.99,EXITO
263,2.56,1.00,EXITO
260,1.24,1.02,EXITO
259,6.32,0.86,EXITO
255,4.56,1.07,EXITO
261,2.22,1.04,EXITO
266,2.36,1.16,EXITO
255,3.88,0.95,EXITO
262,1.12,0.99,EXITO
266,4.38,0.97,EXITO
261,6.94,0.85,EXITO
266,2.46,0.97,EXITO
270,3.08,1.23,EXITO
268,0.44,1.00,EXITO
264,1.46,1.18,EXITO
261,2.64,0.98,EXITO
274,9.84,0.84,EXITO
267,6.30,0.96,EXITO
268,1.90,1.09,EXITO
274,3.38,1.19,EXITO
272,3.92,1.14,EXITO
26,5.88,1.07,EXITO
270,4.78,1.04,EXITO
271,3.18,1.15,EXITO
266,3.30,1.19,EXITO
272,1.04,1.02,EXITO
273,4.14,1.17,EXITO
275,1.64,0.99,EXITO
276,1.19,1.24,EXITO
272,2.78,1.06,EXITO
281,5.30,1.09,EXITO
278,7.66,1.00,EXITO
275,4.22,1.06,EXITO
276,5.68,0.92,EXITO
284,1.22,1.00,EXITO
277,4.32,0.92,EXITO
276,2.18,0.95,EXITO
273,3.38,0.95,EXITO
283,6.84,1.03,EXITO
276,4.48,1.01,EXITO
277,9.62,0.84,EXITO
279,1.14,1.21,EXITO
275,3.26,1.12,EXITO
280,3.86,1.17,EXITO
281,2.98,1.16,EXITO
283,4.20,0.95,EXITO
284,2.68,1.07,EXITO
290,3.38,1.07,EXITO
284,1.14,1.17,EXITO
287,1.48,0.97,EXITO
287,3.48,1.04,EXITO
288,3.76,1.19,EXITO
290,2.10,1.16,EXITO
289,2.38,0.96,EXITO
284,5.72,0.98,EXITO
294,2.04,0.97,EXITO
297,1.16,1.00,EXITO
291,3.84,1.07,EXITO
292,0.74,1.03,EXITO
293,2.14,1.12,EXITO
290,0.80,1.04,EXITO
294,1.79,1.09,EXITO
293,1.70,0.98,EXITO
292,1.10,1.02,EXITO
298,0.58,1.00,EXITO
296,1.36,1.14,EXITO
296,2.52,1.05,EXITO
298,2.16,1.11,EXITO
302,3.48,0.98,EXITO
297,0.52,1.01,EXITO
291,0.94,0.99,EXITO
290,1.42,1.15,EXITO
297,2.34,1.12,EXITO
301,2.40,1.02,EXITO
300,2.52,1.03,EXITO
292,2.66,1.03,EXITO
292,3.02,1.01,EXITO
300,3.36,0.93,EXITO
304,2.80,1.01,EXITO
294,6.34,0.90,EXITO
306,1.10,1.26,EXITO
302,1.24,0.98,EXITO
297,1.78,1.16,EXITO
310,4.36,0.99,EXITO
297,1.78,0.98,EXITO
303,3.00,1.19,EXITO
305,9.56,0.95,EXITO
301,2.34,1.12,EXITO
298,1.78,1.14,EXITO
300,0.90,1.03,EXITO
306,3.68,0.95,EXITO
307,4.25,1.09,EXITO
307,0.70,1.11,EXITO
308,1.07,1.00,EXITO
301,2.40,1.16,EXITO
311,1.38,1.21,EXITO
302,3.75,1.07,EXITO
312,2.85,1.10,EXITO
310,1.90,0.99,EXITO
305,1.08,1.24,EXITO
316,4.86,0.95,EXITO
311,2.56,1.00,EXITO
305,0.80,0.99,EXITO
312,5.00,0.90,EXITO
313,3.00,1.02,EXITO
310,1.92,1.11,EXITO
316,2.58,0.99,EXITO
308,5.38,0.91,EXITO
314,2.10,1.11,EXITO
313,2.28,1.00,EXITO
316,1.18,1.17,EXITO
317,3.54,1.15,EXITO
318,1.16,1.04,EXITO
320,1.60,0.98,EXITO
319,2.26,1.21,EXITO
310,1.96,1.12,EXITO
323,1.46,1.20,EXITO
313,3.52,1.15,EXITO
321,1.62,1.02,EXITO
321,5.86,0.97,EXITO
315,1.04,1.13,EXITO
320,3.48,1.13,EXITO
311,3.12,1.05,EXITO
321,1.79,1.14,EXITO
314,4.40,1.15,EXITO
315,5.39,0.89,EXITO
323,2.98,1.02,EXITO
324,1.07,1.19,EXITO
325,2.60,0.98,EXITO
321,2.90,1.01,EXITO
327,0.74,1.01,EXITO
323,1.20,0.99,EXITO
325,6.02,0.95,EXITO
327,2.32,1.22,EXITO
328,3.64,0.98,EXITO
318,1.14,1.20,EXITO
319,2.98,1.06,EXITO
320,4.68,0.97,EXITO
321,1.99,1.03,EXITO
324,2.76,1.00,EXITO
324,7.66,1.04,EXITO
327,1.94,0.97,EXITO
331,1.28,1.23,EXITO
322,3.20,1.12,EXITO
331,1.94,1.00,EXITO
332,4.62,1.18,EXITO
323,9.14,0.90,EXITO
333,2.25,0.98,EXITO
327,1.68,1.03,EXITO
325,1.16,1.28,EXITO
321,5.76,0.93,EXITO
335,5.70,0.91,EXITO
327,1.14,1.02,EXITO
330,3.12,0.98,EXITO
336,0.80,1.00,EXITO
333,3.42,1.07,EXITO
328,2.66,0.98,EXITO
331,0.94,1.15,EXITO
332,2.26,1.13,EXITO
332,0.87,1.20,EXITO
330,0.64,1.01,EXITO
328,5.50,1.00,EXITO
329,2.32,1.02,EXITO
339,1.52,1.15,EXITO
334,1.88,1.17,EXITO
340,1.85,1.14,EXITO
332,2.42,1.15,EXITO
